ENTREZ GENE ID	GENE SYMBOL	UNIPROT		number of EXPERIMENT	Colorectal cancer cells	Ovarian cancer cells	Breast cancer cells	Kidney cancer cells	Glioblastoma cells	Lung cancer cells	Stomach cancer cells	Hepatoma cells	Pancreatic cancer cells	Pancreatic adenocarcinoma cells
56903	PAPOLB	Q9NRJ5	V	18	1	6	3	5	0	3	0	0	0	0
57128	LYRM4	Q9HD34	V	18	6	4	3	1	0	4	0	0	0	0
58527	ABRACL	Q9P1F3	V	18	7	4	2	3	0	2	0	0	0	0
64083	GOLPH3	Q9H4A6	V	18	7	1	3	2	0	5	0	0	0	0
65985	AACS	Q86V21	V	18	7	4	1	3	0	3	0	0	0	0
83939	EIF2A	Q9BY44	V	18	8	4	1	4	0	1	0	0	0	0
85377	MICALL1	Q8N3F8	V	18	4	4	1	2	0	7	0	0	0	0
151887	CCDC80	Q76M96	V	18	1	6	1	3	2	5	0	0	0	0
196374	KRT78	Q8N1N4	V	18	11	1	2	3	0	1	0	0	0	0
100302736	TMED7-TICAM2	Q9Y3B3	V	18	4	5	2	5	0	2	0	0	0	0
291	SLC25A4	P12235	V	18	9	5	0	4	0	0	0	0	0	0
1200	TPP1	O14773	V	18	3	7	5	1	0	2	0	0	0	0
1382	CRABP2	P29373	V	18	7	5	2	4	0	0	0	0	0	0
1793	DOCK1	Q14185	V	18	8	5	2	2	0	1	0	0	0	0
2131	EXT1	Q16394	V	18	3	8	1	1	0	5	0	0	0	0
2730	GCLM	P48507	V	18	4	8	3	2	0	1	0	0	0	0
3008	HIST1H1E	P10412	V	18	14	2	0	0	0	2	0	0	0	0
3064	HTT	P42858	V	18	8	2	2	0	0	6	0	0	0	0
3068	HDGF	P51858	V	18	6	4	2	4	0	2	0	0	0	0
3430	IFI35	P80217	V	18	5	4	3	1	0	5	0	0	0	0
4585	MUC4	Q99102	V	18	3	5	0	4	0	6	0	0	0	0
5347	PLK1	P53350	V	18	8	4	1	4	0	1	0	0	0	0
5586	PKN2	Q16513	V	18	9	4	0	1	0	4	0	0	0	0
5860	QDPR	P09417	V	18	8	2	4	0	0	4	0	0	0	0
6780	STAU1	O95793	V	18	2	7	3	2	0	4	0	0	0	0
7353	UFD1L	Q92890	V	18	4	1	2	6	0	5	0	0	0	0
7389	UROD	P06132	V	18	3	8	2	4	0	1	0	0	0	0
7555	CNBP	P62633	V	18	3	6	1	2	0	6	0	0	0	0
8612	PPAP2C	O43688	V	18	10	3	3	0	0	2	0	0	0	0
9217	VAPB	O95292	V	18	7	4	2	2	1	2	0	0	0	0
27089	UQCRQ	O14949	V	18	2	4	2	4	0	6	0	0	0	0
27316	RBMX	P38159	V	18	2	8	3	4	0	1	0	0	0	0
51477	ISYNA1	Q9NPH2	V	18	4	6	2	3	0	3	0	0	0	0
55847	CISD1	Q9NZ45	V	18	5	2	3	1	0	7	0	0	0	0
55879	GABRQ	Q9UN88	V	18	4	5	3	3	0	3	0	0	0	0
79631	EFTUD1	Q7Z2Z2	V	18	2	3	4	4	0	5	0	0	0	0
81611	ANP32E	Q9BTT0	V	18	4	6	2	1	0	5	0	0	0	0
84925	DIRC2	Q96SL1	V	18	5	5	1	2	0	5	0	0	0	0
91373	UAP1L1	Q3KQV9	V	18	3	6	2	5	0	2	0	0	0	0
92737	DNER	Q8NFT8	V	18	4	5	1	5	0	3	0	0	0	0
115677	NOSTRIN	Q8IVI9	V	18	10	5	2	0	0	1	0	0	0	0
140838	NANP	Q8TBE9	V	18	6	4	1	4	0	3	0	0	0	0
144535	C12orf55	Q96N23	V	18	4	5	2	3	0	4	0	0	0	0
828	CAPS	Q13938	V	18	2	5	2	5	0	4	0	0	0	0
1455	CSNK1G2	P78368	V	18	9	6	2	1	0	0	0	0	0	0
1780	DYNC1I1	O14576	V	18	5	4	4	4	0	1	0	0	0	0
2243	FGA	P02671	V	18	5	5	3	4	0	1	0	0	0	0
4854	NOTCH3	Q9UM47	V	18	2	4	4	6	0	2	0	0	0	0
5136	PDE1A	P54750	V	18	5	5	1	3	0	4	0	0	0	0
5578	PRKCA	P17252	V	18	6	7	0	2	0	3	0	0	0	0
6430	SRSF5	Q13243	V	18	5	8	2	0	0	3	0	0	0	0
6635	SNRPE	P62304	V	18	6	3	4	4	1	0	0	0	0	0
6781	STC1	P52823	V	18	4	3	3	4	0	3	0	0	0	1
6990	DYNLT3	P51808	V	18	3	4	1	6	0	4	0	0	0	0
7841	MOGS	Q13724	V	18	6	1	1	2	0	8	0	0	0	0
8476	CDC42BPA	Q5VT25	V	18	6	5	2	3	0	2	0	0	0	0
9026	HIP1R	O75146	V	18	4	3	2	4	0	5	0	0	0	0
9585	KIF20B	Q96Q89	V	18	7	4	1	4	0	2	0	0	0	0
9639	ARHGEF10	O15013	V	18	5	4	2	1	0	6	0	0	0	0
10724	MGEA5	O60502	V	18	3	6	3	2	0	4	0	0	0	0
11343	MGLL	Q99685	V	18	5	1	0	3	0	9	0	0	0	0
23475	QPRT	Q15274	V	18	9	5	1	3	0	0	0	0	0	0
23612	PHLDA3	Q9Y5J5	V	18	7	4	3	4	0	0	0	0	0	0
25926	NOL11	Q9H8H0	V	18	4	4	3	3	0	4	0	0	0	0
25929	GEMIN5	Q8TEQ6	V	18	5	9	1	3	0	0	0	0	0	0
26064	RAI14	Q9P0K7	V	18	2	8	1	1	0	6	0	0	0	0
27143	KIAA1274	Q9ULE6	V	18	9	4	1	1	0	3	0	0	0	0
51104	FAM108B1	Q5VST6	V	18	1	5	1	5	0	6	0	0	0	0
54622	ARL15	Q9NXU5	V	18	7	7	2	1	0	1	0	0	0	0
58190	CTDSP1	Q9GZU7	V	18	5	6	1	1	0	5	0	0	0	0
58477	SRPRB	Q9Y5M8	V	18	0	5	2	3	0	8	0	0	0	0
79228	THOC6	Q86W42	V	18	5	6	2	1	0	4	0	0	0	0
83874	TBC1D10A	Q9BXI6	V	18	7	6	0	1	0	4	0	0	0	0
144983	HNRNPA1L2	Q32P51	V	18	6	4	3	3	0	2	0	0	0	0
203547	VMA21	Q3ZAQ7	V	18	1	4	3	5	0	5	0	0	0	0
101060301	HNRNPCL4	B7ZW38	V	18	8	4	1	3	0	2	0	0	0	0
780	DDR1	Q08345	V	18	4	5	1	5	0	3	0	0	0	0
1404	HAPLN1	P10915	V	18	7	5	1	4	0	1	0	0	0	0
2079	ERH	P84090	V	18	5	9	2	1	0	1	0	0	0	0
2109	ETFB	P38117	V	18	5	6	2	3	0	2	0	0	0	0
4634	MYL3	P08590	V	18	6	5	2	3	0	2	0	0	0	0
5525	PPP2R5A	Q15172	V	18	9	2	3	2	0	2	0	0	0	0
6305	SBF1	O95248	V	18	8	4	1	2	0	3	0	0	0	0
6546	SLC8A1	P32418	V	18	3	6	0	3	0	6	0	0	0	0
6905	TBCE	Q15813	V	18	4	8	0	2	0	4	0	0	0	0
7046	TGFBR1	P36897	V	18	5	2	0	4	0	7	0	0	0	0
8932	MBD2	Q9UBB5	V	18	3	6	1	6	0	2	0	0	0	0
9789	SPCS2	Q15005	V	18	7	4	1	1	0	5	0	0	0	0
9882	TBC1D4	O60343	V	18	8	1	1	2	0	6	0	0	0	0
10043	TOM1	O60784	V	18	4	6	3	2	0	3	0	0	0	0
10223	GPA33	Q99795	V	18	12	2	1	0	0	3	0	0	0	0
10296	MAEA	Q7L5Y9	V	18	3	8	1	2	0	4	0	0	0	0
10644	IGF2BP2	Q9Y6M1	V	18	5	9	0	2	0	2	0	0	0	0
10840	ALDH1L1	O75891	V	18	4	3	0	5	3	3	0	0	0	0
11160	ERLIN2	O94905	V	18	10	3	2	1	0	2	0	0	0	0
22875	ENPP4	Q9Y6X5	V	18	7	6	0	3	0	2	0	0	0	0
51065	RPS27L	Q71UM5	V	18	9	2	2	2	0	3	0	0	0	0
55274	PHF10	Q8WUB8	V	18	4	4	1	5	0	4	0	0	0	0
55366	LGR4	Q9BXB1	V	18	0	6	3	5	0	4	0	0	0	0
57559	STAMBPL1	Q96FJ0	V	18	3	4	1	4	0	6	0	0	0	0
79143	MBOAT7	Q96N66	V	18	5	4	4	2	0	3	0	0	0	0
80230	RUFY1	Q96T51	V	18	7	3	0	3	0	5	0	0	0	0
83543	AIF1L	Q9BQI0	V	18	3	2	3	4	0	6	0	0	0	0
128240	APOA1BP	Q8NCW5	V	18	10	2	3	1	0	2	0	0	0	0
129293	C2orf89	Q86V40	V	18	6	3	3	5	0	1	0	0	0	0
134492	NUDCD2	Q8WVJ2	V	18	3	2	3	4	0	6	0	0	0	0
221092	HNRNPUL2	Q1KMD3	V	18	7	7	0	3	0	1	0	0	0	0
283209	PGM2L1	Q6PCE3	V	18	1	8	2	4	0	3	0	0	0	0
283635	FAM177A1	Q8N128	V	18	11	0	1	3	0	3	0	0	0	0
349667	RTN4RL2	Q86UN3	V	18	5	2	1	3	0	7	0	0	0	0
100134938	UPK3BL	B0FP48	V	18	2	9	3	3	0	1	0	0	0	0
102724560	LOC102724560	P35520	V	18	3	9	2	3	0	1	0	0	0	0
271	AMPD2	Q01433	V	18	5	3	2	3	0	5	0	0	0	0
3487	IGFBP4	P22692	V	18	3	5	3	3	0	4	0	0	0	0
3708	ITPR1	Q14643	V	18	5	2	3	3	0	5	0	0	0	0
3796	KIF2A	O00139	V	18	9	5	2	0	0	2	0	0	0	0
4920	ROR2	Q01974	V	18	6	4	1	2	0	5	0	0	0	0
5268	SERPINB5	P36952	V	18	10	1	0	5	0	2	0	0	0	0
5271	SERPINB8	P50452	V	18	11	1	1	3	0	2	0	0	0	0
7257	TSNAX	Q99598	V	18	7	3	3	4	0	1	0	0	0	0
7536	SF1	Q15637	V	18	2	6	3	2	0	5	0	0	0	0
8677	STX10	O60499	V	18	6	6	3	1	0	2	0	0	0	0
10612	TRIM3	O75382	V	18	2	3	3	5	0	5	0	0	0	0
25793	FBXO7	Q9Y3I1	V	18	4	5	1	4	0	4	0	0	0	0
26499	PLEK2	Q9NYT0	V	18	4	3	1	3	0	7	0	0	0	0
27348	TOR1B	O14657	V	18	2	4	3	5	0	4	0	0	0	0
55898	UNC45A	Q9H3U1	V	18	7	7	1	2	0	1	0	0	0	0
60559	SPCS3	P61009	V	18	5	4	5	1	0	3	0	0	0	0
79073	TMEM109	Q9BVC6	V	18	5	5	3	3	0	2	0	0	0	0
80895	ILKAP	Q9H0C8	V	18	4	5	3	1	0	5	0	0	0	0
84340	GFM2	Q969S9	V	18	5	2	2	4	0	5	0	0	0	0
92609	TIMM50	Q3ZCQ8	V	18	5	6	3	3	0	1	0	0	0	0
93380	MMGT1	Q8N4V1	V	18	3	3	3	5	0	4	0	0	0	0
94015	TTYH2	Q9BSA4	V	18	4	6	1	6	0	1	0	0	0	0
527	ATP6V0C	P27449	V	18	5	2	2	3	0	6	0	0	0	0
2046	EPHA8	P29322	V	18	7	5	0	4	0	2	0	0	0	0
4835	NQO2	P16083	V	18	2	5	2	4	0	5	0	0	0	0
9208	LRRFIP1	Q32MZ4	V	18	6	1	2	4	0	5	0	0	0	0
9967	THRAP3	Q9Y2W1	V	18	4	8	1	3	0	2	0	0	0	0
59274	MESDC1	Q9H1K6	V	18	3	5	1	5	0	4	0	0	0	0
79829	NAA40	Q86UY6	V	18	5	1	2	3	0	7	0	0	0	0
79837	PIP4K2C	Q8TBX8	V	18	4	4	2	0	0	8	0	0	0	0
140735	DYNLL2	Q96FJ2	V	18	5	5	2	1	0	5	0	0	0	0
346689	KLRG2	A4D1S0	V	18	3	5	2	4	0	4	0	0	0	0
29	ABR	Q12979	V	18	7	5	2	1	0	3	0	0	0	0
2125	EVPL	Q92817	V	18	7	4	0	3	0	4	0	0	0	0
4069	LYZ	P61626	V	18	8	4	2	1	0	3	0	0	0	0
80820	EEPD1	Q7L9B9	V	18	7	1	1	3	0	6	0	0	0	0
84940	CORO6	Q6QEF8	V	18	4	9	1	2	0	2	0	0	0	0
727957	HEATR7A	Q8NDA8	V	18	9	4	1	1	0	3	0	0	0	0
10556	RPP30	P78346	V	18	6	4	3	2	0	3	0	0	0	0
79774	GRTP1	Q5TC63	V	18	4	6	2	2	0	4	0	0	0	0
2192	FBLN1	P23142	V	17	2	7	0	3	1	4	0	0	0	0
85235	HIST1H2AH	Q96KK5	V	17	10	1	2	4	0	0	0	0	0	0
3609	ILF3	Q12906	V	17	6	8	2	1	0	0	0	0	0	0
5355	PLP2	Q04941	V	17	5	7	2	1	0	2	0	0	0	0
10155	TRIM28	Q13263	V	17	5	8	2	2	0	0	0	0	0	0
1490	CTGF	P29279	V	17	4	7	1	3	0	2	0	0	0	0
1736	DKC1	O60832	V	17	7	3	2	2	0	3	0	0	0	0
3007	HIST1H1D	P16402	V	17	15	2	0	0	0	0	0	0	0	0
114793	FMNL2	Q96PY5	V	17	4	9	2	1	0	1	0	0	0	0
4599	MX1	P20591	V	17	6	3	3	2	0	3	0	0	0	0
56944	OLFML3	Q9NRN5	V	17	7	5	3	2	0	0	0	0	0	0
1854	DUT	P33316	V	17	3	6	3	1	0	4	0	0	0	0
4747	NEFL	P07196	V	17	3	7	0	2	0	5	0	0	0	0
5054	SERPINE1	P05121	V	17	6	6	1	4	0	0	0	0	0	0
7345	UCHL1	P09936	V	17	3	6	2	2	1	3	0	0	0	0
10867	TSPAN9	O75954	V	17	4	8	4	0	0	1	0	0	0	0
81839	VANGL1	Q8TAA9	V	17	1	7	5	4	0	0	0	0	0	0
440689	HIST2H2BF	Q5QNW6	V	17	13	4	0	0	0	0	0	0	0	0
3071	NCKAP1L	P55160	V	17	6	7	0	1	0	3	0	0	0	0
3710	ITPR3	Q14573	V	17	4	5	1	2	0	5	0	0	0	0
6451	SH3BGRL	O75368	V	17	4	3	4	4	0	2	0	0	0	0
112574	SNX18	Q96RF0	V	17	1	7	3	4	0	2	0	0	0	0
23	ABCF1	Q8NE71	V	17	4	6	2	2	0	3	0	0	0	0
558	AXL	P30530	V	17	2	6	4	0	2	3	0	0	0	0
1397	CRIP2	P52943	V	17	3	6	1	3	0	4	0	0	0	0
4686	NCBP1	Q09161	V	17	8	5	1	0	0	3	0	0	0	0
4919	ROR1	Q01973	V	17	4	7	2	3	0	1	0	0	0	0
5336	PLCG2	P16885	V	17	6	3	1	2	0	5	0	0	0	0
8570	KHSRP	Q92945	V	17	4	6	2	4	0	1	0	0	0	0
10541	ANP32B	Q92688	V	17	7	3	4	1	0	2	0	0	0	0
11336	EXOC3	O60645	V	17	7	6	2	1	0	1	0	0	0	0
22872	SEC31A	O94979	V	17	4	9	1	0	0	3	0	0	0	0
23348	DOCK9	Q9BZ29	V	17	11	0	2	0	0	4	0	0	0	0
23481	PES1	O00541	V	17	5	6	4	1	0	1	0	0	0	0
80308	FLAD1	Q8NFF5	V	17	3	1	4	3	0	6	0	0	0	0
440026	TMEM41B	Q5BJD5	V	17	2	4	4	4	0	3	0	0	0	0
120	ADD3	Q9UEY8	V	17	6	3	1	3	0	4	0	0	0	0
2199	FBLN2	P98095	V	17	4	5	3	3	0	2	0	0	0	0
3015	H2AFZ	P0C0S5	V	17	11	4	0	0	2	0	0	0	0	0
4259	MGST3	O14880	V	17	3	4	2	3	0	5	0	0	0	0
5157	PDGFRL	Q15198	V	17	5	4	2	4	0	2	0	0	0	0
5595	MAPK3	P27361	V	17	10	3	2	1	0	1	0	0	0	0
8500	PPFIA1	Q13136	V	17	6	3	0	1	0	7	0	0	0	0
9212	AURKB	Q96GD4	V	17	7	3	0	2	0	5	0	0	0	0
9879	DDX46	Q7L014	V	17	5	9	0	3	0	0	0	0	0	0
10124	ARL4A	P40617	V	17	6	5	0	4	0	2	0	0	0	0
11093	ADAMTS13	Q76LX8	V	17	5	4	1	4	1	2	0	0	0	0
23154	NCDN	Q9UBB6	V	17	8	7	0	2	0	0	0	0	0	0
51181	DCXR	Q7Z4W1	V	17	1	5	4	4	0	3	0	0	0	0
54910	SEMA4C	Q9C0C4	V	17	5	3	1	3	0	5	0	0	0	0
57130	ATP13A1	Q9HD20	V	17	6	4	1	5	0	1	0	0	0	0
58490	RPRD1B	Q9NQG5	V	17	5	5	2	1	0	4	0	0	0	0
95	ACY1	Q03154	V	17	9	3	0	3	1	1	0	0	0	0
596	BCL2	P10415	V	17	4	5	0	4	0	4	0	0	0	0
4131	MAP1B	P46821	V	17	6	3	3	2	1	2	0	0	0	0
4173	MCM4	P33991	V	17	5	7	2	0	0	3	0	0	0	0
4255	MGMT	P16455	V	17	4	3	3	2	0	5	0	0	0	0
4815	NINJ2	Q9NZG7	V	17	5	3	2	4	0	3	0	0	0	0
5430	POLR2A	P24928	V	17	5	7	1	1	0	3	0	0	0	0
5516	PPP2CB	P62714	V	17	13	1	2	1	0	0	0	0	0	0
6678	SPARC	P09486	V	17	2	5	3	1	6	0	0	0	0	0
6917	TCEA1	P23193	V	17	2	7	3	1	0	4	0	0	0	0
7186	TRAF2	Q12933	V	17	2	8	0	2	0	5	0	0	0	0
8192	CLPP	Q16740	V	17	6	2	0	3	0	6	0	0	0	0
8883	NAE1	Q13564	V	17	7	6	0	3	0	1	0	0	0	0
9908	G3BP2	Q9UN86	V	17	0	6	1	2	0	8	0	0	0	0
10286	BCAS2	O75934	V	17	2	4	4	2	0	5	0	0	0	0
11218	DDX20	Q9UHI6	V	17	3	5	2	2	0	5	0	0	0	0
25963	TMEM87A	Q8NBN3	V	17	5	5	1	1	0	5	0	0	0	0
26000	TBC1D10B	Q4KMP7	V	17	5	3	0	2	0	7	0	0	0	0
29074	MRPL18	Q9H0U6	V	17	4	3	1	5	0	4	0	0	0	0
50515	CHST11	Q9NPF2	V	17	3	3	2	3	0	6	0	0	0	0
51602	NOP58	Q9Y2X3	V	17	3	7	2	3	0	2	0	0	0	0
55194	FAM176B	Q9NVM1	V	17	3	3	3	4	0	4	0	0	0	0
57003	CCDC47	Q96A33	V	17	5	4	0	2	0	6	0	0	0	0
79902	NUP85	Q9BW27	V	17	4	5	1	1	0	6	0	0	0	0
83442	SH3BGRL3	Q9H299	V	17	7	5	1	1	0	3	0	0	0	0
94025	MUC16	Q8WXI7	V	17	6	4	2	4	0	1	0	0	0	0
435	ASL	P04424	V	17	7	3	1	1	1	4	0	0	0	0
954	ENTPD2	Q9Y5L3	V	17	4	7	2	1	0	3	0	0	0	0
1104	RCC1	P18754	V	17	8	5	2	0	0	2	0	0	0	0
1186	CLCN7	P51798	V	17	4	7	1	1	0	4	0	0	0	0
3419	IDH3A	P50213	V	17	4	4	3	3	0	3	0	0	0	0
3612	IMPA1	P29218	V	17	4	4	2	3	0	4	0	0	0	0
4680	CEACAM6	P40199	V	17	5	4	0	1	0	7	0	0	0	0
5833	PCYT2	Q99447	V	17	7	6	2	1	0	1	0	0	0	0
6289	SAA2	P0DJI9	V	17	4	6	1	3	0	3	0	0	0	0
6476	SI	P14410	V	17	6	3	3	2	0	3	0	0	0	0
7091	TLE4	Q04727	V	17	5	1	3	3	0	5	0	0	0	0
8683	SRSF9	Q13242	V	17	4	9	3	1	0	0	0	0	0	0
10613	ERLIN1	O75477	V	17	9	4	2	2	0	0	0	0	0	0
11168	PSIP1	O75475	V	17	3	5	3	2	0	4	0	0	0	0
22803	XRN2	Q9H0D6	V	17	6	6	1	2	0	2	0	0	0	0
23089	PEG10	Q86TG7	V	17	2	4	2	3	0	6	0	0	0	0
23277	KIAA0664	O75153	V	17	4	5	4	0	0	4	0	0	0	0
23708	GSPT2	Q8IYD1	V	17	8	5	1	2	0	1	0	0	0	0
25801	GCA	P28676	V	17	5	6	0	4	0	2	0	0	0	0
30011	SH3KBP1	Q96B97	V	17	4	3	2	0	0	8	0	0	0	0
51382	ATP6V1D	Q9Y5K8	V	17	8	5	2	1	0	1	0	0	0	0
54741	LEPROT	O15243	V	17	5	4	3	0	0	5	0	0	0	0
55275	VPS53	Q5VIR6	V	17	6	1	2	5	0	3	0	0	0	0
55651	NHP2	Q9NX24	V	17	7	4	3	3	0	0	0	0	0	0
56984	PSMG2	Q969U7	V	17	1	5	3	3	0	5	0	0	0	0
56990	CDC42SE2	Q9NRR3	V	17	6	3	4	4	0	0	0	0	0	0
57462	KIAA1161	Q6NSJ0	V	17	7	4	0	4	0	2	0	0	0	0
57617	VPS18	Q9P253	V	17	7	3	1	2	0	4	0	0	0	0
80131	LRRC8E	Q6NSJ5	V	17	3	6	0	1	0	7	0	0	0	0
84294	UTP23	Q9BRU9	V	17	3	4	1	4	0	5	0	0	0	0
90410	IFT20	Q8IY31	V	17	5	4	0	4	0	4	0	0	0	0
113235	SLC46A1	Q96NT5	V	17	3	4	2	3	0	5	0	0	0	0
139760	GPR119	Q8TDV5	V	17	5	4	1	5	0	2	0	0	0	0
154807	VKORC1L1	Q8N0U8	V	17	3	4	1	6	0	3	0	0	0	0
284217	LAMA1	P25391	V	17	2	6	4	1	1	3	0	0	0	0
285527	FRYL	O94915	V	17	5	2	0	4	0	6	0	0	0	0
202	AIM1	Q9Y4K1	V	17	4	4	2	2	0	5	0	0	0	0
219	ALDH1B1	P30837	V	17	8	4	3	1	0	1	0	0	0	0
538	ATP7A	Q04656	V	17	6	5	1	1	0	4	0	0	0	0
1727	CYB5R3	P00387	V	17	2	6	2	4	0	3	0	0	0	0
1982	EIF4G2	P78344	V	17	6	7	2	2	0	0	0	0	0	0
2162	F13A1	P00488	V	17	2	3	3	5	1	3	0	0	0	0
2521	FUS	P35637	V	17	7	7	2	1	0	0	0	0	0	0
2952	GSTT1	P30711	V	17	10	3	0	1	0	3	0	0	0	0
3050	HBZ	P02008	V	17	5	8	1	0	0	3	0	0	0	0
3267	AGFG1	P52594	V	17	6	4	0	0	0	7	0	0	0	0
3551	IKBKB	O14920	V	17	4	4	3	4	0	2	0	0	0	0
4837	NNMT	P40261	V	17	3	4	1	4	0	5	0	0	0	0
4923	NTSR1	P30989	V	17	4	2	0	5	0	6	0	0	0	0
5698	PSMB9	P28065	V	17	8	4	4	0	0	1	0	0	0	0
6708	SPTA1	P02549	V	17	8	4	1	2	0	2	0	0	0	0
8531	CSDA	P16989	V	17	8	3	0	2	0	4	0	0	0	0
9550	ATP6V1G1	O75348	V	17	3	4	3	5	0	2	0	0	0	0
10239	AP3S2	P59780	V	17	3	5	1	4	0	4	0	0	0	0
10330	CNPY2	Q9Y2B0	V	17	5	4	4	1	0	3	0	0	0	0
10568	SLC34A2	O95436	V	17	5	6	1	0	0	5	0	0	0	0
10987	COPS5	Q92905	V	17	7	6	2	1	0	1	0	0	0	0
23077	MYCBP2	O75592	V	17	6	4	2	3	0	2	0	0	0	0
24148	PRPF6	O94906	V	17	7	7	1	1	0	1	0	0	0	0
27430	MAT2B	Q9NZL9	V	17	4	4	1	1	0	7	0	0	0	0
50808	AK3	Q9UIJ7	V	17	5	1	5	3	0	3	0	0	0	0
51084	CRYL1	Q9Y2S2	V	17	9	2	0	1	0	5	0	0	0	0
51119	SBDS	Q9Y3A5	V	17	6	5	1	0	0	5	0	0	0	0
51651	PTRH2	Q9Y3E5	V	17	2	5	3	2	0	5	0	0	0	0
53916	RAB4B	P61018	V	17	10	3	0	4	0	0	0	0	0	0
53938	PPIL3	Q9H2H8	V	17	3	5	2	1	0	6	0	0	0	0
54935	DUSP23	Q9BVJ7	V	17	4	4	1	1	0	7	0	0	0	0
55655	NLRP2	Q9NX02	V	17	7	4	0	3	0	3	0	0	0	0
56006	SMG9	Q9H0W8	V	17	2	5	4	4	0	2	0	0	0	0
57213	SPRYD7	Q5W111	V	17	6	4	2	4	0	1	0	0	0	0
57222	ERGIC1	Q969X5	V	17	2	6	4	1	0	4	0	0	0	0
81704	DOCK8	Q8NF50	V	17	5	6	2	1	0	3	0	0	0	0
124997	WDR81	Q562E7	V	17	4	2	0	3	0	8	0	0	0	0
157638	FAM84B	Q96KN1	V	17	7	5	0	2	0	3	0	0	0	0
19	ABCA1	O95477	V	17	4	5	1	1	0	6	0	0	0	0
652	BMP4	P12644	V	17	7	2	3	4	0	1	0	0	0	0
1479	CSTF3	Q12996	V	17	2	6	2	5	0	2	0	0	0	0
2746	GLUD1	P00367	V	17	6	4	4	1	1	1	0	0	0	0
2948	GSTM4	Q03013	V	17	7	4	2	3	0	1	0	0	0	0
3066	HDAC2	Q92769	V	17	4	7	3	2	0	1	0	0	0	0
4332	MNDA	P41218	V	17	5	4	2	3	0	3	0	0	0	0
4709	NDUFB3	O43676	V	17	2	5	2	3	0	5	0	0	0	0
5201	PFDN1	O60925	V	17	2	3	4	5	0	3	0	0	0	0
5610	EIF2AK2	P19525	V	17	3	6	1	3	0	4	0	0	0	0
5973	RENBP	P51606	V	17	2	4	2	5	0	4	0	0	0	0
6598	SMARCB1	Q12824	V	17	6	6	2	3	0	0	0	0	0	0
7371	UCK2	Q9BZX2	V	17	4	3	1	3	0	6	0	0	0	0
8263	F8A1	P23610	V	17	5	3	1	6	0	2	0	0	0	0
8824	CES2	O00748	V	17	8	2	0	3	0	4	0	0	0	0
8892	EIF2B2	P49770	V	17	3	3	1	3	0	7	0	0	0	0
9125	RQCD1	Q92600	V	17	6	5	3	1	0	2	0	0	0	0
10011	SRA1	Q9HD15	V	17	3	5	2	3	0	4	0	0	0	0
10282	BET1	O15155	V	17	3	2	2	3	0	7	0	0	0	0
11146	GLMN	Q92990	V	17	7	4	1	0	0	5	0	0	0	0
22795	NID2	Q14112	V	17	3	8	4	1	0	1	0	0	0	0
22837	COBLL1	Q53SF7	V	17	5	4	3	2	0	3	0	0	0	0
22929	SEPHS1	P49903	V	17	6	2	1	3	0	5	0	0	0	0
23397	NCAPH	Q15003	V	17	4	5	0	5	0	3	0	0	0	0
24139	EML2	O95834	V	17	0	5	2	1	0	9	0	0	0	0
25839	COG4	Q9H9E3	V	17	4	5	3	3	0	2	0	0	0	0
27342	RABGEF1	Q9UJ41	V	17	4	3	1	3	0	6	0	0	0	0
51150	SDF4	Q9BRK5	V	17	5	6	1	4	0	1	0	0	0	0
51347	TAOK3	Q9H2K8	V	17	6	4	1	3	0	3	0	0	0	0
51527	C14orf129	Q9P0R6	V	17	3	3	4	3	0	4	0	0	0	0
55089	SLC38A4	Q969I6	V	17	3	3	4	3	0	4	0	0	0	0
57016	AKR1B10	O60218	V	17	5	4	1	4	0	3	0	0	0	0
84321	THOC3	Q96J01	V	17	6	7	1	0	0	3	0	0	0	0
93145	OLFM2	O95897	V	17	4	4	1	4	0	4	0	0	0	0
93649	MYOCD	Q8IZQ8	V	17	3	4	1	4	0	5	0	0	0	0
94101	ORMDL1	Q9P0S3	V	17	4	4	4	2	0	3	0	0	0	0
286262	TPRN	Q4KMQ1	V	17	5	2	2	3	0	5	0	0	0	0
402	ARL2	P36404	V	17	7	5	3	2	0	0	0	0	0	0
1327	COX4I1	P13073	V	17	5	3	4	3	0	2	0	0	0	0
1410	CRYAB	P02511	V	17	5	4	1	2	2	3	0	0	0	0
1845	DUSP3	P51452	V	17	6	6	0	0	0	5	0	0	0	0
1893	ECM1	Q16610	V	17	5	7	1	3	0	1	0	0	0	0
2585	GALK2	Q01415	V	17	7	4	2	2	0	2	0	0	0	0
4140	MARK3	P27448	V	17	5	3	3	5	0	1	0	0	0	0
4713	NDUFB7	P17568	V	17	4	4	2	3	0	4	0	0	0	0
4725	NDUFS5	O43920	V	17	5	3	0	5	0	4	0	0	0	0
5033	P4HA1	P13674	V	17	2	3	4	4	1	3	0	0	0	0
5208	PFKFB2	O60825	V	17	7	4	0	4	0	2	0	0	0	0
5394	EXOSC10	Q01780	V	17	2	6	1	5	0	3	0	0	0	0
5797	PTPRM	P28827	V	17	2	4	1	5	0	5	0	0	0	0
6548	SLC9A1	P19634	V	17	2	7	1	1	0	6	0	0	0	0
7852	CXCR4	P61073	V	17	4	5	2	2	0	4	0	0	0	0
8038	ADAM12	O43184	V	17	4	3	3	5	0	2	0	0	0	0
