ENTREZ GENE ID	GENE SYMBOL	UNIPROT		number of EXPERIMENT	Colorectal cancer cells	Ovarian cancer cells	Breast cancer cells	Kidney cancer cells	Glioblastoma cells	Lung cancer cells	Stomach cancer cells	Hepatoma cells	Pancreatic cancer cells	Pancreatic adenocarcinoma cells
54536	EXOC6	Q8TAG9	V	13	7	2	1	3	0	0	0	0	0	0
55345	C4orf21	Q86YA3	V	13	2	3	2	1	0	5	0	0	0	0
55758	RCOR3	Q9P2K3	V	13	3	5	1	1	0	3	0	0	0	0
56254	RNF20	Q5VTR2	V	13	3	2	0	3	0	5	0	0	0	0
56954	NIT2	Q9NQR4	V	13	6	5	2	0	0	0	0	0	0	0
60491	NIF3L1	Q9GZT8	V	13	4	3	2	2	0	2	0	0	0	0
64285	RHBDF1	Q96CC6	V	13	1	6	0	4	0	2	0	0	0	0
64783	RBM15	Q96T37	V	13	3	4	1	4	0	1	0	0	0	0
64975	MRPL41	Q8IXM3	V	13	3	2	3	2	0	3	0	0	0	0
80270	HSD3B7	Q9H2F3	V	13	5	2	4	1	0	1	0	0	0	0
80705	TSGA10	Q9BZW7	V	13	2	1	1	5	0	4	0	0	0	0
81544	GDPD5	Q8WTR4	V	13	2	7	3	0	0	1	0	0	0	0
114904	C1QTNF6	Q9BXI9	V	13	6	4	1	2	0	0	0	0	0	0
118932	ANKRD22	Q5VYY1	V	13	3	1	3	2	0	4	0	0	0	0
118980	SFXN2	Q96NB2	V	13	4	1	3	3	0	2	0	0	0	0
132001	TAMM41	Q96BW9	V	13	3	3	3	4	0	0	0	0	0	0
144568	A2ML1	A8K2U0	V	13	4	2	4	1	0	2	0	0	0	0
150082	LCA5L	O95447	V	13	4	1	3	2	0	3	0	0	0	0
155382	VPS37D	Q86XT2	V	13	2	5	1	2	0	3	0	0	0	0
169611	OLFML2A	Q68BL7	V	13	3	3	3	0	0	4	0	0	0	0
219927	MRPL21	Q7Z2W9	V	13	3	4	1	3	0	2	0	0	0	0
221154	EFHA1	Q8IYU8	V	13	4	3	2	2	0	2	0	0	0	0
221960	CCZ1B	P86790	V	13	3	3	3	0	0	4	0	0	0	0
256158	HMCN2	Q8NDA2	V	13	6	1	3	0	0	3	0	0	0	0
343641	TGM6	O95932	V	13	1	4	2	3	0	3	0	0	0	0
377677	CA13	Q8N1Q1	V	13	2	4	2	2	0	3	0	0	0	0
387882	C12orf75	Q8TAD7	V	13	5	1	1	5	0	1	0	0	0	0
794	CALB2	P22676	V	13	2	2	3	3	0	3	0	0	0	0
841	CASP8	Q14790	V	13	4	3	2	2	0	2	0	0	0	0
911	CD1C	P29017	V	13	2	2	4	1	0	4	0	0	0	0
920	CD4	P01730	V	13	3	4	2	3	0	1	0	0	0	0
953	ENTPD1	P49961	V	13	4	3	1	2	0	3	0	0	0	0
978	CDA	P32320	V	13	1	4	3	3	0	2	0	0	0	0
1670	DEFA5	Q01523	V	13	4	4	2	0	0	3	0	0	0	0
1870	E2F2	Q14209	V	13	4	2	2	2	0	3	0	0	0	0
2813	GP2	P55259	V	13	7	1	1	2	0	2	0	0	0	0
3081	HGD	Q93099	V	13	6	2	1	2	0	2	0	0	0	0
3575	IL7R	P16871	V	13	4	2	2	1	0	4	0	0	0	0
3955	LFNG	Q8NES3	V	13	4	2	1	4	0	2	0	0	0	0
4110	MAGEA11	P43364	V	13	5	3	2	2	0	1	0	0	0	0
4669	NAGLU	P54802	V	13	5	1	2	3	0	2	0	0	0	0
4882	NPR2	P20594	V	13	5	2	1	1	0	4	0	0	0	0
5425	POLD2	P49005	V	13	3	3	2	2	0	3	0	0	0	0
5742	PTGS1	P23219	V	13	4	3	2	4	0	0	0	0	0	0
5873	RAB27A	P51159	V	13	4	2	3	1	0	3	0	0	0	0
6005	RHAG	Q02094	V	13	2	3	3	1	0	4	0	0	0	0
6318	SERPINB4	P48594	V	13	2	4	0	4	0	3	0	0	0	0
6389	SDHA	P31040	V	13	3	6	1	2	0	1	0	0	0	0
6447	SCG5	P05408	V	13	3	1	0	6	0	3	0	0	0	0
7073	TIAL1	Q01085	V	13	1	5	2	2	0	3	0	0	0	0
7097	TLR2	O60603	V	13	1	3	2	4	0	3	0	0	0	0
7386	UQCRFS1	P47985	V	13	1	4	3	2	0	3	0	0	0	0
8848	TSC22D1	Q15714	V	13	2	4	3	2	0	2	0	0	0	0
9039	UBA3	Q8TBC4	V	13	5	5	0	2	0	1	0	0	0	0
9064	MAP3K6	O95382	V	13	3	1	3	2	0	4	0	0	0	0
9213	XPR1	Q9UBH6	V	13	0	5	2	1	0	5	0	0	0	0
9411	ARHGAP29	Q52LW3	V	13	3	3	2	0	0	5	0	0	0	0
9620	CELSR1	Q9NYQ6	V	13	2	3	1	4	0	3	0	0	0	0
9678	PHF14	O94880	V	13	1	5	1	2	0	4	0	0	0	0
9837	GINS1	Q14691	V	13	3	5	0	0	0	5	0	0	0	0
9947	MAGEC1	O60732	V	13	4	4	0	2	0	3	0	0	0	0
10049	DNAJB6	O75190	V	13	5	4	1	0	0	3	0	0	0	0
10083	USH1C	Q9Y6N9	V	13	2	4	2	2	0	3	0	0	0	0
10479	SLC9A6	Q92581	V	13	4	4	0	5	0	0	0	0	0	0
10562	OLFM4	Q6UX06	V	13	7	2	1	3	0	0	0	0	0	0
22902	RUFY3	Q7L099	V	13	3	4	2	3	0	1	0	0	0	0
23204	ARL6IP1	Q15041	V	13	4	5	2	2	0	0	0	0	0	0
23633	KPNA6	O60684	V	13	4	5	2	1	0	1	0	0	0	0
25928	SOSTDC1	Q6X4U4	V	13	5	1	0	4	0	3	0	0	0	0
26065	LSM14A	Q8ND56	V	13	3	1	1	3	0	5	0	0	0	0
26121	PRPF31	Q8WWY3	V	13	3	5	2	1	0	2	0	0	0	0
28461	IGHV1-69	P01742	V	13	3	0	1	3	0	6	0	0	0	0
29957	SLC25A24	Q6NUK1	V	13	4	3	2	1	0	3	0	0	0	0
29984	RHOD	O00212	V	13	3	4	2	1	0	3	0	0	0	0
51117	COQ4	Q9Y3A0	V	13	2	1	2	4	0	4	0	0	0	0
51124	IER3IP1	Q9Y5U9	V	13	0	4	3	2	0	4	0	0	0	0
51191	HERC5	Q9UII4	V	13	1	3	3	1	0	5	0	0	0	0
51646	YPEL5	P62699	V	13	1	4	3	3	0	2	0	0	0	0
51649	MRPS23	Q9Y3D9	V	13	2	3	0	3	0	5	0	0	0	0
54097	FAM3B	P58499	V	13	2	2	2	2	0	5	0	0	0	0
54440	SASH3	O75995	V	13	2	2	3	3	0	3	0	0	0	0
55040	EPN3	Q9H201	V	13	4	1	4	4	0	0	0	0	0	0
55661	DDX27	Q96GQ7	V	13	2	2	1	4	0	4	0	0	0	0
56654	NPDC1	Q9NQX5	V	13	3	3	4	3	0	0	0	0	0	0
57020	C16orf62	Q7Z3J2	V	13	2	3	3	0	0	5	0	0	0	0
57224	NHSL1	Q5SYE7	V	13	5	2	1	1	0	4	0	0	0	0
57704	GBA2	Q9HCG7	V	13	3	4	3	1	0	2	0	0	0	0
58485	TRAPPC1	Q9Y5R8	V	13	2	1	0	2	0	8	0	0	0	0
65009	NDRG4	Q9ULP0	V	13	3	3	0	2	0	5	0	0	0	0
65082	VPS33A	Q96AX1	V	13	3	2	2	3	0	3	0	0	0	0
79572	ATP13A3	Q9H7F0	V	13	1	5	2	4	0	1	0	0	0	0
79623	GALNT14	Q96FL9	V	13	3	2	1	2	0	5	0	0	0	0
80328	ULBP2	Q9BZM5	V	13	2	2	2	3	0	4	0	0	0	0
84246	MED10	Q9BTT4	V	13	4	3	0	3	0	3	0	0	0	0
84549	MAK16	Q9BXY0	V	13	3	2	1	4	0	3	0	0	0	0
84962	AJUBA	Q96IF1	V	13	3	2	2	5	0	1	0	0	0	0
94031	HTRA3	P83110	V	13	3	4	1	5	0	0	0	0	0	0
115207	KCTD12	Q96CX2	V	13	4	2	1	1	1	4	0	0	0	0
118429	ANTXR2	P58335	V	13	4	3	1	1	0	4	0	0	0	0
124801	LSM12	Q3MHD2	V	13	1	4	1	4	0	3	0	0	0	0
283489	CHAMP1	Q96JM3	V	13	4	2	2	0	0	5	0	0	0	0
345630	FBLL1	A6NHQ2	V	13	3	1	4	5	0	0	0	0	0	0
100534012	TNFAIP8L2-SCNM1	Q9BWG6	V	13	1	5	1	1	0	5	0	0	0	0
1088	CEACAM8	P31997	V	13	2	4	1	2	0	4	0	0	0	0
1209	CLPTM1	O96005	V	13	2	4	1	3	0	3	0	0	0	0
1293	COL6A3	P12111	V	13	2	6	3	0	1	1	0	0	0	0
1396	CRIP1	P50238	V	13	4	2	1	1	0	5	0	0	0	0
1838	DTNB	O60941	V	13	6	3	0	2	0	2	0	0	0	0
2530	FUT8	Q9BYC5	V	13	4	5	0	2	0	2	0	0	0	0
2633	GBP1	P32455	V	13	6	1	3	2	0	1	0	0	0	0
3396	ICT1	Q14197	V	13	5	2	3	1	0	2	0	0	0	0
3812	KIR3DL2	P43630	V	13	2	1	2	6	0	2	0	0	0	0
4040	LRP6	O75581	V	13	6	3	1	3	0	0	0	0	0	0
4703	NEB	P20929	V	13	2	5	1	3	0	2	0	0	0	0
5224	PGAM2	P15259	V	13	9	4	0	0	0	0	0	0	0	0
6317	SERPINB3	P29508	V	13	4	3	3	2	0	1	0	0	0	0
6499	SKIV2L	Q15477	V	13	5	3	0	1	0	4	0	0	0	0
7326	UBE2G1	P62253	V	13	2	4	4	1	0	2	0	0	0	0
7436	VLDLR	P98155	V	13	2	4	3	2	0	2	0	0	0	0
7450	VWF	P04275	V	13	3	3	4	1	0	1	0	0	0	1
7465	WEE1	P30291	V	13	3	4	2	3	0	1	0	0	0	0
7739	ZNF185	O15231	V	13	2	2	2	4	0	3	0	0	0	0
9070	ASH2L	Q9UBL3	V	13	6	0	2	4	0	1	0	0	0	0
9104	RGN	Q15493	V	13	3	3	2	2	0	3	0	0	0	0
9381	OTOF	Q9HC10	V	13	2	2	3	3	0	3	0	0	0	0
9972	NUP153	P49790	V	13	3	3	3	3	0	1	0	0	0	0
10439	OLFM1	Q99784	V	13	5	4	2	1	0	1	0	0	0	0
10825	NEU3	Q9UQ49	V	13	4	1	2	4	0	2	0	0	0	0
22861	NLRP1	Q9C000	V	13	2	1	2	4	0	4	0	0	0	0
23085	ERC1	Q8IUD2	V	13	2	3	0	5	0	3	0	0	0	0
23413	NCS1	P62166	V	13	0	4	3	2	0	4	0	0	0	0
23545	ATP6V0A2	Q9Y487	V	13	3	3	4	1	0	2	0	0	0	0
23548	TTC33	Q6PID6	V	13	2	5	1	4	0	1	0	0	0	0
25788	RAD54B	Q9Y620	V	13	4	3	2	4	0	0	0	0	0	0
25842	ASF1A	Q9Y294	V	13	4	3	2	3	0	1	0	0	0	0
25996	REXO2	Q9Y3B8	V	13	4	1	2	2	0	4	0	0	0	0
27072	VPS41	P49754	V	13	3	3	0	4	0	3	0	0	0	0
29099	COMMD9	Q9P000	V	13	1	4	1	1	0	6	0	0	0	0
29105	C16orf80	Q9Y6A4	V	13	3	1	2	1	0	6	0	0	0	0
54414	SIAE	Q9HAT2	V	13	6	1	2	3	0	1	0	0	0	0
56926	NCLN	Q969V3	V	13	1	4	1	3	0	4	0	0	0	0
56945	MRPS22	P82650	V	13	2	2	3	5	0	1	0	0	0	0
57703	CWC22	Q9HCG8	V	13	2	4	1	1	0	5	0	0	0	0
58189	WFDC1	Q9HC57	V	13	4	1	1	5	0	2	0	0	0	0
79974	CPED1	Q9H6Q5	V	13	4	2	2	4	0	1	0	0	0	0
83638	C11orf68	Q9H3H3	V	13	4	2	1	0	0	6	0	0	0	0
83666	PARP9	Q8IXQ6	V	13	5	5	0	2	0	1	0	0	0	0
91289	LMF2	Q9BU23	V	13	3	0	2	4	0	4	0	0	0	0
92399	MRRF	Q96E11	V	13	2	2	2	5	0	2	0	0	0	0
93432	LOC93432	Q2M2H8	V	13	4	3	2	2	0	2	0	0	0	0
112770	C1orf85	Q8WWB7	V	13	3	4	2	4	0	0	0	0	0	0
114335	CGB1	A6NKQ9	V	13	2	5	2	0	0	4	0	0	0	0
116372	LYPD1	Q8N2G4	V	13	4	3	1	1	0	4	0	0	0	0
130132	RFTN2	Q52LD8	V	13	3	3	3	1	0	3	0	0	0	0
140801	RPL10L	Q96L21	V	13	7	6	0	0	0	0	0	0	0	0
160897	GPR180	Q86V85	V	13	3	4	1	4	0	1	0	0	0	0
171177	RHOV	Q96L33	V	13	4	2	1	3	0	3	0	0	0	0
200916	RPL22L1	Q6P5R6	V	13	5	1	1	2	0	4	0	0	0	0
339366	ADAMTSL5	Q6ZMM2	V	13	4	2	1	3	0	3	0	0	0	0
100526737	RBM14-RBM4	Q96PK6	V	13	3	3	1	2	0	4	0	0	0	0
563	AZGP1	P25311	V	13	3	4	1	0	0	5	0	0	0	0
2348	FOLR1	P15328	V	13	4	4	2	0	0	3	0	0	0	0
4026	LPP	Q93052	V	13	4	3	4	1	0	1	0	0	0	0
5592	PRKG1	Q13976	V	13	2	4	2	4	0	1	0	0	0	0
5611	DNAJC3	Q13217	V	13	2	2	4	3	0	2	0	0	0	0
5770	PTPN1	P18031	V	13	3	5	1	0	0	4	0	0	0	0
6372	CXCL6	P80162	V	13	4	2	0	2	0	5	0	0	0	0
7043	TGFB3	P10600	V	13	3	2	1	4	0	3	0	0	0	0
7305	TYROBP	O43914	V	13	1	3	1	4	0	4	0	0	0	0
8161	COIL	P38432	V	13	5	1	1	4	0	2	0	0	0	0
8436	SDPR	O95810	V	13	1	5	3	1	0	3	0	0	0	0
9295	SRSF11	Q05519	V	13	7	1	2	3	0	0	0	0	0	0
9615	GDA	Q9Y2T3	V	13	5	6	1	1	0	0	0	0	0	0
10514	MYBBP1A	Q9BQG0	V	13	2	9	1	1	0	0	0	0	0	0
10973	ASCC3	Q8N3C0	V	13	3	5	3	2	0	0	0	0	0	0
23304	UBR2	Q8IWV8	V	13	0	3	1	3	0	6	0	0	0	0
23418	CRB1	P82279	V	13	4	5	0	4	0	0	0	0	0	0
23765	IL17RA	Q96F46	V	13	5	3	2	1	0	2	0	0	0	0
25979	DHRS7B	Q6IAN0	V	13	5	0	2	2	0	4	0	0	0	0
26019	UPF2	Q9HAU5	V	13	4	3	2	1	0	3	0	0	0	0
51024	FIS1	Q9Y3D6	V	13	7	1	1	1	0	3	0	0	0	0
51340	CRNKL1	Q9BZJ0	V	13	5	2	2	2	0	2	0	0	0	0
51501	C11orf73	Q53FT3	V	13	2	2	3	1	0	5	0	0	0	0
51569	UFM1	P61960	V	13	4	0	1	3	0	5	0	0	0	0
54797	MED18	Q9BUE0	V	13	3	3	1	2	0	4	0	0	0	0
54858	PGPEP1	Q9NXJ5	V	13	3	5	2	1	0	2	0	0	0	0
55081	IFT57	Q9NWB7	V	13	3	2	2	3	0	3	0	0	0	0
56983	POGLUT1	Q8NBL1	V	13	4	2	0	4	0	3	0	0	0	0
57147	SCYL3	Q8IZE3	V	13	4	1	0	2	0	6	0	0	0	0
57834	CYP4F11	Q9HBI6	V	13	3	3	2	3	0	2	0	0	0	0
58517	RBM25	P49756	V	13	5	5	0	1	0	2	0	0	0	0
64222	TOR3A	Q9H497	V	13	3	2	3	1	0	4	0	0	0	0
80774	LIMD2	Q9BT23	V	13	2	4	2	4	0	1	0	0	0	0
85477	SCIN	Q9Y6U3	V	13	4	6	0	2	0	1	0	0	0	0
113246	C12orf57	Q99622	V	13	5	3	2	1	0	2	0	0	0	0
140690	CTCFL	Q8NI51	V	13	3	2	3	3	0	2	0	0	0	0
170622	COMMD6	Q7Z4G1	V	13	7	2	1	0	0	3	0	0	0	0
254863	C17orf61	Q8N2U0	V	13	3	3	4	1	0	2	0	0	0	0
98	ACYP2	P14621	V	13	3	3	0	2	0	5	0	0	0	0
475	ATOX1	O00244	V	13	3	1	3	3	0	3	0	0	0	0
866	SERPINA6	P08185	V	13	1	6	2	3	0	1	0	0	0	0
3373	HYAL1	Q12794	V	13	2	4	2	1	0	4	0	0	0	0
3625	INHBB	P09529	V	13	1	5	0	1	0	6	0	0	0	0
4791	NFKB2	Q00653	V	13	5	4	2	0	0	2	0	0	0	0
10232	MSLN	Q13421	V	13	2	7	1	2	0	1	0	0	0	0
23370	ARHGEF18	Q6ZSZ5	V	13	5	2	2	3	0	1	0	0	0	0
27288	RBMXL2	O75526	V	13	2	4	1	4	0	2	0	0	0	0
55201	MAP1S	Q66K74	V	13	2	2	2	5	0	2	0	0	0	0
55794	DDX28	Q9NUL7	V	13	2	4	1	4	0	2	0	0	0	0
80310	PDGFD	Q9GZP0	V	13	4	3	3	0	0	3	0	0	0	0
84293	FAM213A	Q9BRX8	V	13	3	2	3	3	0	2	0	0	0	0
92840	REEP6	Q96HR9	V	13	6	3	0	1	0	3	0	0	0	0
140807	KRT72	Q14CN4	V	13	13	0	0	0	0	0	0	0	0	0
169841	ZNF169	Q14929	V	13	3	1	3	2	0	4	0	0	0	0
222584	FAM83B	Q5T0W9	V	13	4	3	1	1	0	4	0	0	0	0
253558	LCLAT1	Q6UWP7	V	13	4	5	1	0	0	3	0	0	0	0
103	ADAR	P55265	V	13	1	3	2	4	0	3	0	0	0	0
2779	GNAT1	P11488	V	13	9	4	0	0	0	0	0	0	0	0
3851	KRT4	P19013	V	13	13	0	0	0	0	0	0	0	0	0
3886	KRT35	Q92764	V	13	9	4	0	0	0	0	0	0	0	0
8650	NUMB	P49757	V	13	2	5	0	0	0	6	0	0	0	0
23041	MON2	Q7Z3U7	V	13	3	3	2	4	0	1	0	0	0	0
25797	QPCT	Q16769	V	13	7	3	0	2	0	1	0	0	0	0
79888	LPCAT1	Q8NF37	V	13	4	2	1	4	0	2	0	0	0	0
92597	MOB1B	Q7L9L4	V	13	9	3	1	0	0	0	0	0	0	0
143244	EIF5AL1	Q6IS14	V	13	9	4	0	0	0	0	0	0	0	0
285148	IAH1	Q2TAA2	V	13	6	2	2	3	0	0	0	0	0	0
653598	PPIAL4C	A0A0B4J2A2	V	13	9	4	0	0	0	0	0	0	0	0
3018	HIST1H2BB	P33778	V	12	12	0	0	0	0	0	0	0	0	0
261729	STEAP2	Q8NFT2	V	12	1	3	3	1	0	4	0	0	0	0
735	C9	P02748	V	12	7	3	1	0	1	0	0	0	0	0
3428	IFI16	Q16666	V	12	2	4	1	1	0	4	0	0	0	0
26330	GAPDHS	O14556	V	12	3	5	1	0	0	3	0	0	0	0
5362	PLXNA2	O75051	V	12	4	5	0	3	0	0	0	0	0	0
25890	ABI3BP	Q7Z7G0	V	12	3	5	2	2	0	0	0	0	0	0
55466	DNAJA4	Q8WW22	V	12	7	1	0	3	0	1	0	0	0	0
6241	RRM2	P31350	V	12	3	3	2	0	0	4	0	0	0	0
5212	VIT	Q6UXI7	V	12	1	5	0	0	0	6	0	0	0	0
8336	HIST1H2AM	P0C0S8	V	12	8	0	0	0	4	0	0	0	0	0
8348	HIST1H2BO	P23527	V	12	12	0	0	0	0	0	0	0	0	0
26051	PPP1R16B	Q96T49	V	12	3	4	0	3	0	2	0	0	0	0
55766	H2AFJ	Q9BTM1	V	12	12	0	0	0	0	0	0	0	0	0
2191	FAP	Q12884	V	12	3	4	1	3	0	1	0	0	0	0
5818	PVRL1	Q15223	V	12	3	4	1	2	0	2	0	0	0	0
6613	SUMO2	P61956	V	12	2	3	2	0	0	5	0	0	0	0
6836	SURF4	O15260	V	12	5	3	1	3	0	0	0	0	0	0
8266	UBL4A	P11441	V	12	1	0	3	3	0	5	0	0	0	0
8329	HIST1H2AI	P0C0S8	V	12	8	0	0	0	4	0	0	0	0	0
8332	HIST1H2AL	P0C0S8	V	12	8	0	0	0	4	0	0	0	0	0
9390	SLC22A13	Q9Y226	V	12	3	2	0	3	0	4	0	0	0	0
9517	SPTLC2	O15270	V	12	2	2	2	1	0	5	0	0	0	0
10584	COLEC10	Q9Y6Z7	V	12	2	2	3	1	0	4	0	0	0	0
27286	SRPX2	O60687	V	12	2	5	3	2	0	0	0	0	0	0
55214	LEPREL1	Q8IVL5	V	12	3	0	2	5	0	2	0	0	0	0
81572	PDRG1	Q9NUG6	V	12	2	1	2	2	0	5	0	0	0	0
84263	HSDL2	Q6YN16	V	12	3	2	0	4	0	3	0	0	0	0
223075	CCDC129	Q6ZRS4	V	12	2	0	2	3	0	5	0	0	0	0
1823	DSC1	Q08554	V	12	3	2	4	1	2	0	0	0	0	0
2683	B4GALT1	P15291	V	12	3	6	1	0	0	2	0	0	0	0
3588	IL10RB	Q08334	V	12	2	3	0	5	0	2	0	0	0	0
3931	LCAT	P04180	V	12	2	2	1	3	0	4	0	0	0	0
4586	MUC5AC	P98088	V	12	5	4	1	0	0	2	0	0	0	0
4938	OAS1	P00973	V	12	2	3	4	0	0	3	0	0	0	0
5162	PDHB	P11177	V	12	5	3	2	1	0	1	0	0	0	0
5936	RBM4	Q9BWF3	V	12	1	3	1	4	0	3	0	0	0	0
6695	SPOCK1	Q08629	V	12	2	4	0	2	0	3	0	0	0	1
6737	TRIM21	P19474	V	12	6	2	1	2	0	1	0	0	0	0
7263	TST	Q16762	V	12	3	1	5	1	2	0	0	0	0	0
7857	SCG2	P13521	V	12	5	1	3	2	0	1	0	0	0	0
7923	HSD17B8	Q92506	V	12	3	3	1	2	0	3	0	0	0	0
8568	RRP1	P56182	V	12	3	3	1	2	0	3	0	0	0	0
11254	SLC6A14	Q9UN76	V	12	2	1	2	3	0	4	0	0	0	0
23203	PMPCA	Q10713	V	12	2	4	3	1	0	2	0	0	0	0
25764	C15orf63	Q9NX55	V	12	1	2	3	3	0	3	0	0	0	0
29882	ANAPC2	Q9UJX6	V	12	1	5	0	5	0	1	0	0	0	0
51324	SPG21	Q9NZD8	V	12	4	3	0	2	0	3	0	0	0	0
54331	GNG2	P59768	V	12	2	6	1	0	0	3	0	0	0	0
54360	CYTL1	Q9NRR1	V	12	2	2	2	3	0	3	0	0	0	0
55131	RBM28	Q9NW13	V	12	3	1	1	4	0	3	0	0	0	0
63027	SLC22A23	A1A5C7	V	12	5	0	1	3	0	3	0	0	0	0
64798	DEPTOR	Q8TB45	V	12	3	1	1	5	0	2	0	0	0	0
64848	YTHDC2	Q9H6S0	V	12	4	2	0	3	0	3	0	0	0	0
79939	SLC35E1	Q96K37	V	12	2	2	3	1	0	4	0	0	0	0
83871	RAB34	Q9BZG1	V	12	2	7	1	1	0	1	0	0	0	0
84299	MIEN1	Q9BRT3	V	12	1	6	1	3	0	1	0	0	0	0
84306	PDCD2L	Q9BRP1	V	12	1	4	2	3	0	2	0	0	0	0
114049	WBSCR22	O43709	V	12	5	1	0	3	0	3	0	0	0	0
114769	CARD16	Q5EG05	V	12	2	4	1	1	0	4	0	0	0	0
147798	TMC4	Q7Z404	V	12	3	4	2	1	0	2	0	0	0	0
399	RHOH	Q15669	V	12	5	5	1	1	0	0	0	0	0	0
1485	CTAG1B	P78358	V	12	3	3	1	1	0	4	0	0	0	0
2483	FRG1	Q14331	V	12	1	3	0	4	0	4	0	0	0	0
3483	IGFALS	P35858	V	12	2	2	2	3	0	3	0	0	0	0
4052	LTBP1	Q14766	V	12	6	1	3	1	0	1	0	0	0	0
4437	MSH3	P20585	V	12	2	4	0	4	0	2	0	0	0	0
4856	NOV	P48745	V	12	2	1	2	3	0	4	0	0	0	0
5699	PSMB10	P40306	V	12	2	4	4	0	0	2	0	0	0	0
6283	S100A12	P80511	V	12	4	2	1	4	0	1	0	0	0	0
6545	SLC7A4	O43246	V	12	1	1	2	4	0	4	0	0	0	0
6604	SMARCD3	Q6STE5	V	12	0	4	3	2	0	3	0	0	0	0
6777	STAT5B	P51692	V	12	4	2	3	3	0	0	0	0	0	0
7172	TPMT	P51580	V	12	6	3	1	2	0	0	0	0	0	0
7768	ZNF225	Q9UK10	V	12	4	3	1	1	0	3	0	0	0	0
7922	SLC39A7	Q92504	V	12	1	1	3	3	0	4	0	0	0	0
8288	EPX	P11678	V	12	3	6	1	2	0	0	0	0	0	0
8331	HIST1H2AJ	Q99878	V	12	12	0	0	0	0	0	0	0	0	0
8840	WISP1	O95388	V	12	3	1	0	5	0	3	0	0	0	0
9053	MAP7	Q14244	V	12	3	2	0	3	0	4	0	0	0	0
9093	DNAJA3	Q96EY1	V	12	2	5	0	2	0	3	0	0	0	0
9382	COG1	Q8WTW3	V	12	6	3	1	1	0	1	0	0	0	0
9514	GAL3ST1	Q99999	V	12	5	1	1	4	0	1	0	0	0	0
9675	TTI1	O43156	V	12	4	3	2	3	0	0	0	0	0	0
10139	ARFRP1	Q13795	V	12	4	1	0	4	0	3	0	0	0	0
10253	SPRY2	O43597	V	12	3	1	1	4	0	3	0	0	0	0
10331	B3GNT3	Q9Y2A9	V	12	4	4	1	3	0	0	0	0	0	0
10591	C6orf108	O43598	V	12	2	2	4	0	0	4	0	0	0	0
11117	EMILIN1	Q9Y6C2	V	12	3	2	4	1	0	2	0	0	0	0
23186	RCOR1	Q9UKL0	V	12	4	4	0	3	0	1	0	0	0	0
23195	MDN1	Q9NU22	V	12	1	3	2	3	0	3	0	0	0	0
23478	SEC11A	P67812	V	12	2	3	4	0	0	3	0	0	0	0
23767	FLRT3	Q9NZU0	V	12	4	2	2	2	0	2	0	0	0	0
27297	CRCP	O75575	V	12	3	4	2	0	0	3	0	0	0	0
27340	UTP20	O75691	V	12	6	1	4	1	0	0	0	0	0	0
51026	GOLT1B	Q9Y3E0	V	12	2	4	1	1	0	4	0	0	0	0
55206	SBNO1	A3KN83	V	12	3	1	1	3	0	4	0	0	0	0
55326	AGPAT5	Q9NUQ2	V	12	2	4	2	1	0	3	0	0	0	0
56882	CDC42SE1	Q9NRR8	V	12	3	1	2	1	0	5	0	0	0	0
79571	GCC1	Q96CN9	V	12	3	2	1	2	0	4	0	0	0	0
84231	TRAF7	Q6Q0C0	V	12	3	4	2	0	0	3	0	0	0	0
84305	WIBG	Q9BRP8	V	12	2	1	2	0	0	7	0	0	0	0
84889	SLC7A3	Q8WY07	V	12	2	3	2	3	0	2	0	0	0	0
92667	C20orf72	Q9BQP7	V	12	3	4	0	4	0	1	0	0	0	0
158358	KIAA2026	Q5HYC2	V	12	5	0	1	4	0	2	0	0	0	0
203328	SUSD3	Q96L08	V	12	4	4	0	1	0	3	0	0	0	0
219793	TBATA	Q96M53	V	12	2	4	3	1	0	2	0	0	0	0
389161	ANKUB1	A6NFN9	V	12	2	4	2	3	0	1	0	0	0	0
653505	PPIAL4B	Q9Y536	V	12	8	4	0	0	0	0	0	0	0	0
728113	ANXA8L1	Q5VT79	V	12	4	4	2	1	0	1	0	0	0	0
100	ADA	P00813	V	12	1	5	2	1	0	3	0	0	0	0
115	ADCY9	O60503	V	12	2	5	0	2	0	3	0	0	0	0
156	ADRBK1	P25098	V	12	6	4	2	0	0	0	0	0	0	0
215	ABCD1	P33897	V	12	2	5	2	2	0	1	0	0	0	0
669	BPGM	P07738	V	12	1	3	3	1	0	4	0	0	0	0
757	TMEM50B	P56557	V	12	2	2	4	2	0	2	0	0	0	0
1031	CDKN2C	P42773	V	12	1	1	2	5	0	3	0	0	0	0
1475	CSTA	P01040	V	12	3	1	3	1	0	4	0	0	0	0
1725	DHPS	P49366	V	12	2	3	4	3	0	0	0	0	0	0
3163	HMOX2	P30519	V	12	1	4	2	3	0	2	0	0	0	0
3481	IGF2	P01344	V	12	4	3	1	0	0	4	0	0	0	0
3669	ISG20	Q96AZ6	V	12	2	2	2	4	0	2	0	0	0	0
3783	KCNN4	O15554	V	12	3	5	2	2	0	0	0	0	0	0
4045	LSAMP	Q13449	V	12	0	2	3	1	1	5	0	0	0	0
4935	GPR143	P51810	V	12	3	4	2	3	0	0	0	0	0	0
6092	ROBO2	Q9HCK4	V	12	4	1	2	4	0	1	0	0	0	0
6119	RPA3	P35244	V	12	2	5	3	0	0	2	0	0	0	0
