UNIPROT	Sample	common13
Q96P47	2	#N/A
Q96JM3	2	p
O95218	2	#N/A
Q6P158	2	p
P47712	2	p
Q92947	2	p
O43670	2	p
Q13393	2	#N/A
P23378	2	#N/A
O14576	2	#N/A
Q9BRK3	2	#N/A
Q8NBI5	2	#N/A
Q9Y5K8	2	p
Q14563	2	#N/A
P22894	2	#N/A
Q8IX19	2	#N/A
P32004	2	#N/A
Q8N0X7	2	p
P36551	2	p
P62273	2	p
P49321	2	p
Q7L5Y1	2	#N/A
P22891	2	#N/A
P20292	2	#N/A
P83111	2	p
P52926	2	#N/A
Q96JQ0	2	#N/A
Q9BYE9	2	#N/A
Q9NRD9	2	#N/A
O14531	2	#N/A
O43895	2	#N/A
P43250	2	#N/A
Q9BV19	2	p
P01704	2	#N/A
P05089	2	#N/A
P21439	2	#N/A
Q14576	2	#N/A
A0A0C4DH24	2	#N/A
P05165	2	p
P08183	2	#N/A
P08185	2	p
Q9BVM4	2	#N/A
P01817	2	#N/A
P01699	2	#N/A
P29622	2	p
P11226	2	#N/A
P27918	2	#N/A
A0A0B4J1V2	2	#N/A
P02750	2	#N/A
O95171	3	#N/A
Q13835	3	#N/A
Q13882	3	#N/A
Q6ZVX7	3	#N/A
A1L4H1	3	p
Q86WR7	3	#N/A
P30405	3	p
P12074	3	#N/A
P48060	3	#N/A
Q9H488	3	p
Q09328	3	#N/A
Q8N9U0	3	#N/A
Q9UKX5	3	#N/A
Q14653	3	p
Q8TBA6	3	p
Q9P0P8	3	#N/A
P48553	3	#N/A
Q9Y5B6	3	#N/A
P52758	3	p
Q02338	3	p
Q8IUC4	3	p
Q8WW59	3	p
O75355	3	#N/A
Q2WGJ9	3	#N/A
Q9BZM5	3	#N/A
Q16790	3	#N/A
Q6P179	3	p
Q9BV36	3	#N/A
Q9NWZ3	3	#N/A
O43240	3	#N/A
P20142	3	#N/A
Q8WYP5	3	#N/A
Q9H9F9	3	#N/A
Q9NVM9	3	#N/A
Q14676	3	p
Q9BSC4	3	#N/A
Q9H313	3	#N/A
Q9Y5L3	3	#N/A
O95711	3	#N/A
P05129	3	#N/A
Q8N5C1	3	#N/A
Q8NAX2	3	#N/A
P07204	3	#N/A
P14091	3	#N/A
Q9BQS7	3	#N/A
P22528	3	#N/A
P35321	3	#N/A
Q8N7R7	3	#N/A
O75530	3	#N/A
P98153	3	#N/A
Q6N063	3	#N/A
O75427	3	p
Q9HAT2	3	p
O95050	3	#N/A
Q9BVI4	3	p
Q6ZRV2	3	#N/A
Q9BWH2	3	#N/A
P29400	3	#N/A
Q5BJF2	3	#N/A
O43194	3	#N/A
Q5T2T1	3	p
Q6PCB7	3	#N/A
Q9BT22	3	p
Q9C0C2	3	p
P07307	3	#N/A
Q96EN8	3	#N/A
Q9BYN0	3	p
O75323	3	p
P11686	3	#N/A
O95274	3	#N/A
P49788	3	#N/A
Q8IZV5	3	p
O15211	3	#N/A
Q02388	3	#N/A
Q9NRX5	3	p
Q53GA4	3	#N/A
A8MQ03	3	#N/A
O60353	3	#N/A
Q13571	3	#N/A
Q08397	3	#N/A
P10451	3	#N/A
Q9H0X9	3	#N/A
Q9HCD5	3	p
Q9H490	3	#N/A
P02686	3	p
P29597	3	#N/A
P32970	3	#N/A
Q7KYR7	3	#N/A
Q03164	3	#N/A
Q13496	3	p
O75582	3	p
Q8IWT6	3	#N/A
O95049	3	#N/A
Q6PL18	3	#N/A
Q9NPA0	3	p
Q15006	3	p
Q7Z7M9	3	#N/A
Q9UNK0	3	p
Q7Z6J4	3	#N/A
Q9H6Q4	3	#N/A
Q9Y485	3	#N/A
O14646	3	p
O75691	3	p
Q17RN3	3	#N/A
Q7L311	3	#N/A
Q8N2F6	3	p
Q9UKQ2	3	#N/A
Q96JP2	3	#N/A
P05451	3	#N/A
P13569	3	#N/A
P48304	3	#N/A
Q15125	3	#N/A
Q05513	3	#N/A
Q6PIF6	3	#N/A
P05937	3	#N/A
Q9HAV7	3	p
Q9BYX2	3	p
O00292	3	#N/A
O60287	3	p
P63165	3	p
O15226	3	p
Q5VTE6	3	#N/A
P62699	3	#N/A
Q04771	3	#N/A
Q7Z2K6	3	p
Q8N139	3	#N/A
P09105	3	#N/A
Q15024	3	p
Q8IU85	3	#N/A
Q8N884	3	#N/A
Q5EG05	3	#N/A
Q9UL45	3	p
Q8WXE1	3	#N/A
Q96BR1	3	#N/A
Q15811	3	p
Q9NSC5	3	p
Q8WXX5	3	p
Q5VWJ9	3	#N/A
Q9NW13	3	p
Q8TD16	3	#N/A
Q9BUH6	3	p
O14965	3	#N/A
P56747	3	#N/A
Q12981	3	#N/A
Q9Y5X9	3	#N/A
P17900	3	p
P48061	3	#N/A
P35251	3	p
Q9NSY0	3	#N/A
P47985	3	p
Q96JJ7	3	p
P53007	3	p
Q6UW68	3	p
Q07092	3	p
Q96HY6	3	p
P48634	3	#N/A
Q14314	3	#N/A
Q8WYJ6	3	#N/A
P83110	3	#N/A
Q8IY95	3	p
Q9HCU5	3	p
Q86T65	3	#N/A
P10746	3	#N/A
Q8NEW0	3	#N/A
Q8TEA7	3	#N/A
Q96T23	3	p
Q9NX05	3	#N/A
Q8WU03	3	#N/A
O95164	3	#N/A
Q8IVI9	3	#N/A
P98164	3	#N/A
Q8TE73	3	#N/A
Q96DB5	3	p
Q8IWE2	3	#N/A
Q8N556	3	#N/A
Q96SL4	3	#N/A
Q9H2D6	3	p
Q7L9B9	3	p
Q86YS7	3	p
Q99622	3	p
P48730	3	p
P49674	3	#N/A
Q92466	3	#N/A
Q9H0S4	3	p
Q9Y6Q2	3	#N/A
Q9ULX3	3	p
Q96MU7	3	p
Q96RR4	3	#N/A
Q86X27	3	#N/A
Q9UN81	3	#N/A
Q16553	3	#N/A
Q9HCE7	3	#N/A
Q86VP1	3	p
O14733	3	#N/A
Q9H1B5	3	#N/A
P61073	3	#N/A
O14656	3	p
P24593	3	p
P01730	3	p
P42126	3	p
Q8WZA9	3	p
Q92982	3	#N/A
Q12899	3	p
Q13601	3	p
Q14257	3	p
Q5KU26	3	#N/A
Q9NSI6	3	#N/A
Q9UNQ2	3	p
P32856	3	#N/A
A6NDG6	3	p
Q12866	3	#N/A
Q14CX7	3	p
Q8NDI1	3	#N/A
P61086	3	p
Q13442	3	p
Q13491	3	#N/A
A6ZKI3	3	#N/A
Q8WVT3	3	#N/A
O00339	3	p
Q53HL2	3	#N/A
O15085	3	#N/A
P49757	3	p
P78330	3	p
Q3KQU3	3	p
Q9NXJ5	3	p
O60831	3	p
O95980	3	#N/A
Q9Y5L4	3	p
O60244	3	#N/A
Q05D32	3	#N/A
Q70CQ2	3	p
Q96F86	3	p
Q86UA1	3	#N/A
O60343	3	p
P41221	3	#N/A
Q9C0D3	3	#N/A
Q9H2P9	3	#N/A
P62380	3	#N/A
Q8NBZ7	3	p
P22735	3	#N/A
P21730	3	#N/A
P24298	3	#N/A
Q9Y5S1	3	#N/A
P16035	3	p
O60331	3	p
Q8IVM0	3	p
Q9Y303	3	p
O60508	3	#N/A
O75382	3	p
Q86TP1	3	#N/A
Q8WTT2	3	p
O75489	3	p
Q9UJM8	3	#N/A
Q9BVP2	3	p
Q96G46	3	p
O60942	3	#N/A
Q6UW63	3	#N/A
Q12841	3	p
Q9UL12	3	#N/A
P34096	3	p
P08493	3	#N/A
Q6B0K9	3	#N/A
P19022	3	#N/A
Q5VT52	3	#N/A
P13866	3	#N/A
Q96FC7	3	#N/A
Q86TH1	3	#N/A
Q9NWY4	3	#N/A
Q9Y6V0	3	#N/A
Q04609	3	#N/A
P20848	3	#N/A
P01344	3	p
Q6RW13	3	p
Q15147	3	#N/A
Q9UBD5	3	#N/A
Q5HYI7	3	#N/A
Q9Y508	3	p
Q9NQX7	3	#N/A
Q8NHG7	3	#N/A
Q8N474	3	#N/A
P62861	3	p
Q96S55	3	#N/A
Q8IWY4	3	#N/A
O75144	3	#N/A
Q07507	3	#N/A
P60985	3	#N/A
Q59EK9	3	#N/A
P00748	3	#N/A
P35612	3	p
P04271	3	p
P07451	3	#N/A
P19404	3	p
A0A0C4DH35	3	#N/A
P36980	3	#N/A
P23083	3	#N/A
P06276	3	p
P01599	3	#N/A
P01715	3	#N/A
P22792	3	#N/A
P18510	4	#N/A
P31944	4	#N/A
Q9ULW8	4	#N/A
Q99795	4	#N/A
Q92845	4	#N/A
Q3MII6	4	#N/A
Q6NUQ1	4	#N/A
Q6ZXV5	4	#N/A
Q8IV36	4	p
Q9Y673	4	p
Q5K4L6	4	p
Q9UJC3	4	p
Q8IV38	4	#N/A
O95395	4	#N/A
Q8NI35	4	p
Q7Z7D3	4	#N/A
Q86XK7	4	#N/A
O43318	4	#N/A
Q53G44	4	#N/A
Q8WVY7	4	#N/A
Q96BS2	4	#N/A
A0MZ66	4	p
Q9Y3D0	4	p
P78369	4	#N/A
Q13795	4	p
Q9NRX1	4	p
Q9H4F8	4	#N/A
Q9UBM7	4	p
Q9Y3P8	4	#N/A
O14933	4	p
Q92851	4	#N/A
Q9BRK4	4	#N/A
Q9NYT0	4	#N/A
Q9UBS8	4	#N/A
Q15306	4	#N/A
Q9BTY7	4	p
Q5VTQ0	4	#N/A
O95396	4	#N/A
Q9NV35	4	#N/A
Q8WTW4	4	#N/A
Q9NWW6	4	#N/A
Q96SQ9	4	#N/A
P82914	4	p
Q96TC7	4	p
Q9Y6N6	4	#N/A
Q6DT37	4	#N/A
P32926	4	#N/A
O14684	4	#N/A
Q9H497	4	#N/A
Q8TAA9	4	#N/A
Q9NYQ8	4	#N/A
O95147	4	#N/A
Q08378	4	p
O75563	4	#N/A
Q9NS15	4	#N/A
O00241	4	#N/A
P22532	4	#N/A
Q13287	4	#N/A
Q969Z3	4	#N/A
O60476	4	p
Q14642	4	#N/A
Q8NC56	4	p
Q9HCJ1	4	#N/A
Q8IYM9	4	p
Q9UH62	4	#N/A
Q6P9B9	4	p
Q969X6	4	p
Q6P6B1	4	#N/A
P07306	4	#N/A
O75843	4	#N/A
Q9NSB4	4	#N/A
Q06520	4	#N/A
O43741	4	#N/A
P60484	4	#N/A
Q9NZJ9	4	#N/A
Q03154	4	p
Q5T0D9	4	#N/A
P57081	4	p
Q8IYB7	4	#N/A
P50749	4	#N/A
P15309	4	#N/A
P27658	4	#N/A
P22676	4	#N/A
Q6Y7W6	4	p
Q8N3F8	4	p
Q9BV44	4	p
Q14BN4	4	#N/A
Q6PD74	4	p
Q8N4H5	4	p
Q7Z7L1	4	#N/A
Q14149	4	p
P39900	4	#N/A
P22223	4	#N/A
Q9H2H8	4	p
Q6ZMW3	4	#N/A
Q9P0U1	4	#N/A
O15270	4	p
Q08554	4	#N/A
Q5D862	4	#N/A
Q8WWA0	4	#N/A
Q5SRE5	4	p
P57088	4	p
P14410	4	#N/A
P30203	4	#N/A
Q9NW15	4	p
Q13190	4	p
Q9UHX3	4	#N/A
Q9BYK8	4	p
O95183	4	p
Q6P1X6	4	p
O75607	4	p
Q8NHP8	4	p
Q8TEM1	4	p
Q8N1I0	4	#N/A
Q9UKZ1	4	p
Q9Y5B8	4	#N/A
P09237	4	#N/A
Q9BW04	4	#N/A
Q96RQ3	4	#N/A
O95057	4	#N/A
C9J7I0	4	#N/A
O00635	4	#N/A
Q96NE9	4	#N/A
Q9HAU4	4	#N/A
O15164	4	#N/A
Q03701	4	p
O94819	4	#N/A
Q9UHE8	4	#N/A
Q8N6M0	4	p
Q0JRZ9	4	p
Q6NXE6	4	p
Q04656	4	p
A5PLN9	4	#N/A
Q8NBT2	4	#N/A
P08574	4	p
O14494	4	#N/A
Q8N1T3	4	#N/A
Q68DK2	4	#N/A
Q6BCY4	4	p
Q8IUF8	4	p
P20132	4	#N/A
Q16864	4	p
Q86YP4	4	p
Q9UJS0	4	p
A6NIH7	4	#N/A
O00459	4	p
Q15785	4	p
P05423	4	#N/A
Q15648	4	p
Q08426	4	p
Q8NHU6	4	#N/A
Q8WXD2	4	#N/A
Q96B26	4	p
Q13449	4	#N/A
O00762	4	#N/A
Q8IUW5	4	#N/A
Q96GD4	4	#N/A
Q9NQS7	4	#N/A
Q8TCC7	4	#N/A
P31997	4	#N/A
Q9UH99	4	#N/A
Q9Y6K8	4	#N/A
O95881	4	p
P43362	4	#N/A
O60861	4	p
O95983	4	p
P23443	4	#N/A
Q86UV5	4	#N/A
Q9UHF1	4	#N/A
Q9Y6Y0	4	#N/A
Q53SF7	4	p
O60216	4	p
Q86SR1	4	#N/A
Q8NAF0	4	#N/A
O43395	4	p
Q9H2P0	4	#N/A
O75431	4	p
Q13586	4	p
Q9BQ75	4	p
Q96C24	4	#N/A
P32929	4	p
P11498	4	p
Q8TEB1	4	#N/A
P53350	4	#N/A
Q68D91	4	#N/A
O60565	4	#N/A
O75594	4	#N/A
Q9P0J0	4	p
Q96RD7	4	#N/A
P08559	4	p
Q8N7H5	4	p
Q9UPN9	4	p
Q9UN70	4	#N/A
P02775	4	#N/A
A0A075B6J9	4	#N/A
P13073	4	p
Q02978	4	p
O75962	4	p
Q15814	4	p
Q99985	4	#N/A
P04921	4	#N/A
Q2M2H8	4	#N/A
P31937	4	p
Q7L775	4	#N/A
Q9NQ36	4	#N/A
Q14002	4	#N/A
Q86WR0	4	p
Q9UL42	4	#N/A
Q9BPU6	4	#N/A
P48681	4	p
P05060	4	#N/A
P21579	4	#N/A
P0DJI9	4	#N/A
Q9Y4C2	4	p
Q9NRD8	4	#N/A
P48736	4	#N/A
P60201	4	#N/A
Q9BSL1	4	p
P16930	4	p
O75882	4	p
O15217	4	#N/A
P08253	4	p
A0A075B6I0	4	#N/A
P01700	4	#N/A
A0A0C4DH43	4	#N/A
A0A0C4DH67	4	#N/A
A0A075B6S5	4	#N/A
Q14134	5	#N/A
Q14574	5	#N/A
P35247	5	#N/A
Q9ULI3	5	#N/A
P12273	5	#N/A
Q9H939	5	p
Q16656	5	p
Q92754	5	#N/A
Q9NVR2	5	#N/A
Q13217	5	p
O60496	5	#N/A
Q9UNQ0	5	#N/A
Q14451	5	#N/A
O00399	5	p
O76027	5	#N/A
P08476	5	#N/A
P56856	5	#N/A
Q8WU90	5	p
Q9Y2I1	5	#N/A
P55157	5	#N/A
Q0VAF6	5	#N/A
O15455	5	#N/A
Q9NY27	5	p
O60487	5	#N/A
O95832	5	#N/A
Q8IVT2	5	#N/A
Q12933	5	p
Q8TB03	5	#N/A
Q9BRQ8	5	p
Q9NRK6	5	#N/A
Q7L7V1	5	p
O96006	5	#N/A
Q96DN0	5	#N/A
Q01955	5	#N/A
O75366	5	#N/A
Q15109	5	#N/A
Q5TA50	5	#N/A
Q06481	5	p
P01040	5	#N/A
P15907	5	p
P51636	5	#N/A
Q99569	5	p
Q9NSU2	5	#N/A
P05549	5	#N/A
Q8WVQ1	5	p
Q92481	5	#N/A
O95721	5	p
P04920	5	#N/A
Q8IXB1	5	p
Q96KA5	5	p
P28332	5	#N/A
Q05DH4	5	#N/A
Q14999	5	#N/A
Q6P597	5	#N/A
Q6UWY5	5	#N/A
Q86V87	5	#N/A
Q8ND04	5	p
P15328	5	#N/A
P40199	5	#N/A
Q13421	5	#N/A
Q6UXI9	5	p
Q5JRX3	5	p
O14493	5	#N/A
Q9Y6Q1	5	#N/A
Q8NE01	5	p
Q9UK76	5	p
Q9UBF8	5	#N/A
Q6PJF5	5	p
Q7Z3B1	5	#N/A
Q96CC6	5	p
Q9P2A4	5	p
Q9BTE7	5	p
Q9NVH2	5	p
Q69YN2	5	p
P25391	5	#N/A
P05187	5	#N/A
P10696	5	#N/A
Q8WUA8	5	#N/A
P29508	5	#N/A
Q02413	5	#N/A
Q8NHV4	5	p
P78504	5	#N/A
P09326	5	#N/A
Q15283	5	p
P11274	5	p
Q14978	5	p
P37173	5	#N/A
Q969S3	5	p
P13686	5	#N/A
P55145	5	p
Q53GL0	5	#N/A
Q8NBJ7	5	p
Q9UBV2	5	p
Q9Y6I3	5	p
Q9NUQ7	5	#N/A
Q6P3X3	5	p
Q6ZMP0	5	p
O00330	5	p
Q15637	5	p
O76075	5	#N/A
Q14331	5	p
Q9UNI6	5	#N/A
Q9UGR2	5	#N/A
Q8IX04	5	p
Q9NUM3	5	#N/A
P52569	5	#N/A
Q9BW60	5	#N/A
P54725	5	p
P12724	5	#N/A
Q9HBH5	5	#N/A
O14975	5	#N/A
Q14571	5	p
Q969V3	5	p
Q9BUP0	5	#N/A
Q9BPZ7	5	p
Q8WWM9	5	p
Q5MNZ9	5	#N/A
Q9NQP4	5	p
Q9UJX5	5	p
P10915	5	#N/A
Q6STE5	5	#N/A
Q9BZE9	5	p
Q9Y487	5	p
P54922	5	#N/A
O95741	5	#N/A
Q9UFC0	5	p
Q8TE67	5	#N/A
Q9BTY2	5	p
Q92667	5	p
Q96B97	5	p
P21757	5	#N/A
P42575	5	#N/A
Q53LP3	5	p
P09601	5	p
Q03001	5	p
Q8NFY4	5	#N/A
Q13488	5	p
Q9Y6C9	5	p
Q9P0V3	5	p
O15066	5	p
Q13951	5	p
Q9HA77	5	p
Q6FI81	5	p
Q99735	5	p
Q9NP97	5	p
Q9BSD7	5	p
P37059	5	#N/A
O43150	5	#N/A
Q9Y289	5	#N/A
Q13683	5	p
Q5TH69	5	p
Q86VS8	5	p
Q9NTU7	5	#N/A
Q8NEM2	5	#N/A
Q8TER0	5	#N/A
P21912	5	p
P46020	5	#N/A
O14737	5	p
Q4J6C6	5	#N/A
Q9UQ35	5	p
Q03252	5	p
P00995	5	#N/A
Q9HC07	5	p
Q9UNN8	5	p
Q02153	5	#N/A
Q9NNX6	5	#N/A
Q01974	5	#N/A
Q9H0X4	5	p
Q9UHG2	5	#N/A
Q9UJY4	5	p
A1X283	5	#N/A
P18065	5	p
Q9UQ13	5	p
P43358	5	#N/A
P55809	5	p
P06746	5	#N/A
Q8IX01	5	p
Q9H1B7	5	#N/A
Q9NTJ4	5	#N/A
Q02252	5	#N/A
Q96C11	5	#N/A
Q9NQX3	5	p
P09234	5	p
Q8IYB3	5	p
Q96ER3	5	p
Q92673	5	p
Q9NPY3	5	#N/A
P43363	5	#N/A
Q00688	5	p
P51805	5	#N/A
P40189	5	#N/A
O75688	5	p
Q9UGM5	5	#N/A
Q86SQ4	5	#N/A
Q92887	5	#N/A
P60520	5	p
Q5T0N5	5	p
O75792	5	p
O14763	5	#N/A
Q6ZRP7	5	#N/A
Q9NYF8	5	p
P42765	5	p
Q4G0N4	5	p
O95239	5	#N/A
P54852	5	#N/A
P38159	5	p
Q9H0W9	5	p
P28331	5	p
Q15427	5	p
Q13526	5	p
Q9UNK4	5	#N/A
P05166	5	p
Q32P28	5	p
Q99988	5	#N/A
Q9BXW6	5	#N/A
Q86UP2	5	p
P0DJI8	5	#N/A
O15075	5	p
Q9H7P6	5	#N/A
Q9UJ68	5	p
O15040	5	#N/A
P27449	5	#N/A
Q96AT9	5	p
Q8NBM8	5	#N/A
Q9C0C4	5	#N/A
P25311	5	p
Q9BWP8	5	#N/A
P14780	5	p
Q02985	5	#N/A
A0A0C4DH31	5	#N/A
Q9UBR1	5	#N/A
Q96N76	5	#N/A
P52888	5	p
Q8TB96	6	p
Q9Y282	6	p
Q9P107	6	#N/A
Q96HP0	6	p
Q9UMD9	6	#N/A
Q9BX68	6	p
O43837	6	p
Q7Z6K3	6	#N/A
Q8IWA0	6	p
Q8TB45	6	p
Q9NV06	6	#N/A
Q9Y2H6	6	#N/A
Q13505	6	p
Q8N3E9	6	#N/A
P16050	6	#N/A
Q5S007	6	#N/A
Q9H3M7	6	p
Q14512	6	#N/A
Q9Y4R8	6	p
Q16270	6	p
Q13232	6	p
Q07617	6	p
O43157	6	#N/A
P0C870	6	#N/A
O43520	6	#N/A
P31513	6	#N/A
P43155	6	p
Q14802	6	#N/A
Q96AQ6	6	p
Q96D15	6	#N/A
Q9BXP2	6	p
Q969T4	6	#N/A
Q9UJF2	6	#N/A
Q00978	6	#N/A
Q9UPU7	6	#N/A
P85037	6	#N/A
Q9UL33	6	p
Q7Z4Q2	6	p
Q03519	6	p
Q9ULZ3	6	p
Q99467	6	#N/A
P35030	6	#N/A
O75964	6	p
P12318	6	#N/A
Q8IYS2	6	p
Q96DX4	6	#N/A
Q11201	6	#N/A
Q15847	6	#N/A
Q9Y2Y8	6	#N/A
P40938	6	p
P42898	6	#N/A
O75170	6	#N/A
Q8NFH8	6	#N/A
P49914	6	p
O94887	6	p
Q8IUI8	6	#N/A
Q86U44	6	#N/A
Q96J84	6	#N/A
O95989	6	p
Q13136	6	p
O15078	6	#N/A
Q15773	6	p
O76061	6	#N/A
O43504	6	p
Q00653	6	p
Q5W111	6	p
Q9HC16	6	#N/A
Q9UKB1	6	#N/A
P43304	6	p
Q53GD3	6	#N/A
P53384	6	p
Q8WUH2	6	p
O60678	6	p
O95831	6	p
Q13572	6	p
Q0VDF9	6	p
Q16832	6	#N/A
Q9NXV6	6	#N/A
P52732	6	#N/A
P98179	6	p
Q6UWP8	6	#N/A
Q96QG7	6	#N/A
Q6PCB8	6	#N/A
Q9Y6N5	6	p
Q6P1N0	6	p
Q7LG56	6	p
Q7LBC6	6	#N/A
O75781	6	p
Q96CS3	6	p
Q9UHI6	6	p
Q9ULK4	6	p
O75689	6	#N/A
Q9Y5Y0	6	#N/A
O75448	6	p
O43752	6	p
Q969X1	6	#N/A
P56134	6	p
O95376	6	#N/A
Q9NZI7	6	p
Q16739	6	#N/A
Q92871	6	#N/A
Q8N5M4	6	p
P98172	6	#N/A
Q15334	6	p
Q8WWM7	6	p
Q86XE0	6	#N/A
Q9UP52	6	#N/A
O60568	6	p
P00403	6	p
O95232	6	p
O95302	6	p
Q5HYI8	6	#N/A
Q8WV92	6	#N/A
Q969G6	6	#N/A
Q8NCW5	6	p
Q9Y5V3	6	#N/A
P17302	6	#N/A
P51674	6	#N/A
Q96PE3	6	#N/A
Q9BXS4	6	#N/A
Q86WI1	6	#N/A
P10606	6	p
O43663	6	#N/A
P51649	6	p
P16150	6	#N/A
Q99707	6	p
Q9UIJ7	6	p
P30038	6	p
Q9BWS9	6	p
Q6DKI1	6	p
Q9UIG0	6	p
Q8WZ75	6	#N/A
Q15651	6	#N/A
P01880	6	#N/A
Q9UDX4	6	#N/A
Q9UNZ2	6	p
P15090	6	#N/A
P22303	6	#N/A
Q96CN7	6	p
P07902	6	#N/A
Q9Y3I1	6	p
Q02094	6	#N/A
Q96F85	6	p
O95954	6	#N/A
Q8IXL6	6	#N/A
Q13201	6	#N/A
A0A0B4J2H0	6	#N/A
P01743	6	#N/A
A0A0C4DH29	6	#N/A
P01742	6	p
P0DP01	6	#N/A
A0A087WSY6	6	#N/A
A0A0C4DH34	6	#N/A
Q9NZP8	6	#N/A
Q8IYM0	7	#N/A
Q6ZN66	7	#N/A
Q96PP9	7	#N/A
Q9H6A0	7	#N/A
P30519	7	p
Q7Z4H8	7	p
Q96RQ1	7	p
Q9Y5A7	7	#N/A
Q9Y5R8	7	p
Q5VV41	7	#N/A
P04054	7	#N/A
P54315	7	#N/A
P23946	7	#N/A
Q9UL54	7	#N/A
P01275	7	#N/A
P06729	7	#N/A
Q9P206	7	p
Q9ULT0	7	#N/A
Q6YHU6	7	p
Q6ZN28	7	#N/A
Q12864	7	#N/A
P14902	7	#N/A
Q8TCT9	7	p
Q14210	7	#N/A
Q9H1A4	7	p
P98196	7	#N/A
O96005	7	p
P33764	7	#N/A
P54886	7	p
Q6P4E1	7	p
Q7LGA3	7	#N/A
Q9GZQ3	7	p
Q9HCN4	7	p
Q96HS1	7	p
Q9NZD2	7	p
Q9UNH6	7	#N/A
Q7RTP6	7	p
Q8NFI3	7	#N/A
A6NMZ7	7	#N/A
P20930	7	#N/A
Q99996	7	p
P19086	7	#N/A
Q9H4E7	7	p
Q9Y3Q3	7	p
O15554	7	#N/A
O15194	7	#N/A
Q8N3R9	7	p
P0C7X5	7	#N/A
P23919	7	p
Q13445	7	p
Q96BW5	7	p
Q14690	7	#N/A
Q8TED0	7	p
Q86WG5	7	#N/A
P32320	7	p
Q9Y608	7	p
Q9BY43	7	p
O60239	7	#N/A
O60603	7	#N/A
P31994	7	#N/A
P50416	7	p
Q8N766	7	p
Q99598	7	p
P07199	7	#N/A
P35249	7	p
Q9H267	7	p
Q9UBX5	7	p
Q9Y3T9	7	p
Q8TCT8	7	#N/A
Q9NXA8	7	p
Q96BX8	7	p
Q8IZ07	7	p
O94888	7	p
Q96QU8	7	#N/A
P29279	7	#N/A
O95810	7	p
Q8WU76	7	#N/A
Q6NUK1	7	p
O60888	7	p
Q9NPE3	7	#N/A
O75197	7	#N/A
Q5W0V3	7	#N/A
Q9Y2I8	7	#N/A
P04155	7	#N/A
Q969L2	7	#N/A
Q9NSY2	7	#N/A
Q9H2J4	7	p
O95235	7	#N/A
Q9H4Z3	7	#N/A
Q8TF72	7	p
O14880	7	p
O94806	7	#N/A
Q99986	7	p
Q9NQT4	7	p
P49916	7	p
Q5SY16	7	p
Q14789	7	p
P40937	7	p
Q96AB3	7	p
O95104	7	p
Q86UD1	7	p
Q9UBC2	7	p
P16870	7	#N/A
Q13530	7	#N/A
P78324	7	#N/A
Q15067	7	p
Q9BVC6	7	p
P62166	7	p
Q8N122	7	p
Q9Y4K4	7	p
Q02817	7	#N/A
O14966	7	p
O75934	7	p
Q99611	7	#N/A
Q07654	7	#N/A
Q96I15	7	p
O43314	7	#N/A
P41223	7	p
O00329	7	#N/A
P49593	7	p
O75475	7	p
Q96ST3	7	p
Q9H307	7	p
Q9Y4Y9	7	p
Q12888	7	p
Q9NZH0	7	#N/A
Q9UI08	7	p
Q4LDE5	7	#N/A
Q03403	7	#N/A
Q15058	7	#N/A
Q9UIK4	7	#N/A
P52848	7	#N/A
Q5TDH0	7	p
Q8N142	7	#N/A
Q9BYF1	7	#N/A
Q96NU7	7	#N/A
Q14244	7	p
P02741	7	#N/A
P13497	7	#N/A
Q8NDA2	7	#N/A
Q15485	7	#N/A
P01718	7	#N/A
Q9NS98	7	#N/A
P02776	7	#N/A
P07196	7	#N/A
Q9BXT8	7	#N/A
Q9H2M3	7	#N/A
Q7Z5K2	8	#N/A
O94886	8	p
Q58DX5	8	#N/A
Q5XXA6	8	#N/A
Q9NQ94	8	#N/A
Q06141	8	#N/A
O76095	8	#N/A
P36021	8	#N/A
Q14137	8	p
O95470	8	p
Q9NRQ2	8	#N/A
P01909	8	#N/A
Q86YB8	8	#N/A
Q8NBU5	8	#N/A
Q8NDZ4	8	#N/A
Q9UGP8	8	p
Q7Z392	8	p
Q8IYJ3	8	#N/A
P19224	8	#N/A
P22309	8	#N/A
Q9HAW8	8	#N/A
P51911	8	p
Q9Y4K3	8	#N/A
Q6P4Q7	8	p
Q9BTE3	8	p
Q9Y5Z4	8	p
Q8N5J2	8	#N/A
Q8TF66	8	#N/A
Q9H2C0	8	p
O75110	8	p
P25445	8	p
Q9Y217	8	#N/A
O00562	8	#N/A
P40818	8	p
Q96PZ0	8	p
Q8TAD7	8	#N/A
P08218	8	#N/A
Q13433	8	#N/A
Q5VZE5	8	#N/A
Q8WXE9	8	#N/A
Q8N543	8	#N/A
Q99808	8	#N/A
Q6ZT07	8	#N/A
Q13868	8	p
O15269	8	p
O95210	8	#N/A
Q9NZ01	8	p
O60262	8	p
Q8IWE4	8	#N/A
Q9H583	8	p
Q8N5C6	8	#N/A
Q9Y3R5	8	p
Q7Z2T5	8	p
O75487	8	p
P35250	8	p
P42166	8	p
Q8WUA4	8	#N/A
Q9UG63	8	p
Q9BZ67	8	#N/A
P03956	8	#N/A
O00214	8	p
Q13444	8	#N/A
Q8TF42	8	#N/A
P46100	8	p
Q9HA65	8	p
Q86T03	8	p
Q15738	8	p
Q92504	8	p
P46926	8	p
Q9BYG3	8	p
Q9Y5S9	8	p
Q12789	8	#N/A
