"UNIPROT"	"Entrez"	"symbol"	"GBM_GTEX.Y8DK.0011.R10A.SM.HAKY1"	"GBM_GTEX.UTHO.0011.R10A.SM.HAKY2"	"GBM_GTEX.R55F.0011.R10A.SM.HAKXY"	"GBM_GTEX.QVJO.0011.R10A.SM.HAKXV"	"GBM_GTEX.P44H.0011.R10A.SM.HAKXX"	"GBM_GTEX.RU72.0011.R10A.SM.HAKXS"	"GBM_GTEX.RN5K.0011.R10A.SM.HAKXU"	"GBM_GTEX.WVLH.0011.R10A.SM.HAKXZ"	"GBM_GTEX.Q2AG.0011.R10A.SM.HAKXT"	"GBM_GTEX.NPJ7.0011.R10A.SM.HAKXW"
"Q15067"	51	"ACOX1"	-0.440533170747407	-0.472631748927993	-0.629605951708113	-0.356212713029821	0.0844034083485317	-0.283894387654753	-0.308478018914443	-0.87279522360662	-0.551343414106823	-0.282795217797656
"Q15070"	5018	"OXA1L"	0.177555504094767	-0.101897773495741	0.301423594887053	-0.001736780859631	0.0776074940335908	0.0975662226992855	-0.576923442623585	0.306258130698191	-0.166097707849238	-0.123803284470737
"Q15072"	7705	"ZNF146"	-1.44456886187394	-0.494803037897527	-0.201869583932532	-1.603057764991	-0.515307504644707	-0.335062234904514	-0.13249531575487	NA	NA	NA
"Q15075"	8411	"EEA1"	-0.499623321409841	-0.49621925725275	-0.227750094028839	-0.40788144823031	-0.432003027936061	-0.386287809934444	-0.527423284006506	-1.15837036080051	-0.309756590896717	-0.542739616279382
"Q15080"	4689	"NCF4"	-1.86457979185775	-1.62149385815266	-1.52552401367979	-1.05175890357545	-1.09438264208828	-0.788100563621713	-0.448489798217928	-1.16810335720351	-1.27912044086715	-0.676440231300225
"Q15084"	10130	"PDIA6"	-1.84133189318441	-1.17564829843783	-0.845657224164285	-0.821195180074353	-0.308678052116809	-0.713779265960025	-0.745953194703345	-0.998572410402752	-0.833507204217552	-1.15329786227251
"Q15102"	5050	"PAFAH1B3"	-0.455920120865201	-0.121581127490509	-0.361137120225992	-0.252817623773729	-0.251419421778089	-0.386867821392946	0.0309611732651022	-0.128640463811809	0.106271428612356	0.28120531078249
"Q15111"	5334	"PLCL1"	1.72800943528194	1.89502107153609	1.61314426870949	1.38514476340373	1.69162242199435	1.82711349993212	2.23371106805011	1.82060193872812	1.35442713342232	1.55754193318472
"Q15113"	5118	"PCOLCE"	-1.37756488528892	-1.49007239447769	-1.68037894909222	-0.935615203040355	-1.63339294999632	-1.2275465235607	-1.11245286883565	-1.49026872575419	-1.79981880349407	-1.01914274524723
"Q15118"	5163	"PDK1"	0.623356750074141	0.667968026679343	0.96188056378734	0.735322772973809	0.837991092832182	0.369807807819709	1.10016342684467	0.837454105826713	0.555834929058477	0.650287715508288
"Q15119"	5164	"PDK2"	2.24058149028385	1.86124585998382	1.68834267481491	1.6304445270576	1.91626570132384	1.378751554667	1.94537515338952	2.54404532107384	1.89954694185949	2.02073306444706
"Q15120"	5165	"PDK3"	1.62639578076084	1.25647044065397	1.26237408281524	1.3938806044208	1.28975683832412	1.37620410321214	1.47361598993316	1.68889227123152	1.6191977212533	1.33611058301828
"Q15121"	8682	"PEA15"	-0.0186875438537204	0.0750923325702005	-0.0419749829478814	0.481202012982047	-0.0608183279972261	-0.02816209274645	0.234958754568059	-0.261012345362118	-0.351727409028317	0.301954492950104
"Q15124"	5239	"PGM5"	-0.681829195743113	-0.863426728600679	-1.13107750575627	0.0838724203482608	-1.11639994513031	-0.431072786241489	-0.41749196255745	-0.626503482373494	-0.456128421992349	-0.370517628142238
"Q15125"	10682	"EBP"	-1.5188580978033	-1.14348111812495	-0.253118808257706	0.250274504443382	0.381682595143202	NA	-0.310555177109663	NA	-0.206956779558978	-0.403247763666171
"Q15126"	10654	"PMVK"	-0.480482158042745	-0.615173833795181	-0.336913044477927	-0.332004142367767	-0.380481206131943	-0.365101451459578	-0.193663245099652	-0.578019640040415	-0.598961871091325	-0.208288383608742
"Q15139"	5587	"PRKD1"	-0.512961120507908	-0.119572267042239	-0.693587912260105	-0.157732083063949	0.10496764883221	-0.568383832288096	-0.551292901534193	-0.392060337273738	-0.147267554414104	-0.102791660426927
"Q15147"	5332	"PLCB4"	1.73790806397362	1.72161634160774	1.36960111192757	1.43705721601606	1.26110225485445	-0.860745429384248	1.12297270846637	1.85725286820149	1.16956153452925	1.97429069944044
"Q15149"	5339	"PLEC"	-0.29100487025951	-0.17126161195507	-0.299129675983051	-0.0372663709252442	-0.19442169691313	-0.202469261370725	0.0162280100587902	-0.536138036737138	-0.261551468064313	-0.12557654067676
"Q15154"	5108	"PCM1"	-0.277317199767546	-0.419728805594387	-0.175631744472967	-0.439647944018863	0.202143842765916	-0.117762197370192	-0.352707342479475	-0.169146700119851	-0.118264671601371	-0.639946474919388
"Q15155"	23420	"NOMO1"	-0.455739316542285	0.16146458789219	-0.593770595558402	-0.270426980847289	-0.095430326781785	-0.597836831102341	0.0108284726130651	0.368527047130891	-0.104885533301444	0.122657512050121
"Q15165"	5445	"PON2"	-1.02275364990162	-1.13923575381797	-1.05611454052699	-0.927805401903817	-1.22523855334744	-0.961176279655328	-0.387711635768435	-0.780870825583123	-0.92583301791641	-0.830555495020044
"Q15166"	5446	"PON3"	-5.68250526777812	-3.13327247497928	-2.29445919327476	-1.37658231184758	-2.5579598495592	-1.85088570195811	-2.86179526168617	NA	-1.76078501930177	-0.191093725379018
"Q15170"	9338	"TCEAL1"	0.387487173344405	0.0491806379125897	0.442789725825953	-0.0871404639531869	0.493110206652215	-0.0814631599952039	-0.211844411280706	0.422032094242501	-0.102519935140961	0.159483264691943
"Q15172"	5525	"PPP2R5A"	0.491810175054939	0.289969379048614	0.440926562615294	0.509139169397183	0.662794804686542	0.379207939102644	0.378103365653018	0.656655922880784	0.552149099670257	0.397832405721042
"Q15173"	5526	"PPP2R5B"	1.39473728603557	1.19405382947622	0.988408980262522	1.0264460994512	1.26228999803767	0.881141237771526	1.10960266501216	1.32097290856335	1.1551323880997	1.16729605493406
"Q15181"	5464	"PPA1"	0.0332398337775283	-0.0274862164224956	0.0039737854204924	0.012269896015761	0.165002233468048	-0.0773632165182011	0.136093996098484	0.128444956991318	-0.0842000694616917	-0.104832598971796
"Q15185"	10728	"PTGES3"	0.16745535319595	0.0324973081751169	0.265342379211634	0.212269044088987	0.514614205247942	0.182258001234801	0.362210383295448	0.507487903460641	0.0353415615331224	0.406952141918713
"Q15208"	11329	"STK38"	-1.56528412829936	-1.13313730893865	-1.6421627735188	-0.663218995397081	-0.935997666652188	-1.06182648740301	-1.09440636443251	-0.97886207529522	-0.848194591987629	-0.823979634101874
"Q15223"	5818	"NECTIN1"	2.37110523480131	1.56820683565726	1.64147098346184	1.65979481016215	1.95027772344328	1.92182275534381	1.50859304838196	2.42758200204673	1.87809086278732	1.40570387203515
"Q15233"	4841	"NONO"	-1.05787415301997	-0.566077402805624	-0.690965415351849	-0.880558839669015	-0.555954996524854	-0.492900790229474	-0.534873625269426	-0.953007295259625	-0.734576967986299	-0.659002167629736
"Q15257"	5524	"PTPA"	0.484815356746649	0.411590095698816	0.52650181121266	0.581620619241711	0.373889258318832	0.533960281575579	0.427493898749013	0.345540587833602	0.495495017062753	0.483966753351945
"Q15262"	5796	"PTPRK"	1.43182278142743	1.44755375363055	1.09718206219273	1.36921939092515	1.42853747099066	1.18618639629223	1.26178023372283	1.43833942164335	1.45442795026104	1.46907217929897
"Q15269"	5822	"PWP2"	-1.41519743540024	-1.03919897128857	-0.362285169042178	-1.00314971908373	-0.912609701933273	-0.667014381147104	-1.12775400104914	-1.06834769136053	-0.678485832461926	-0.433884749178083
"Q15274"	23475	"QPRT"	-0.948393679145315	-0.82293716860385	-0.446865025986053	-0.208927973557688	-0.0711638559359052	0.428570714679586	-0.136851512550287	-0.782354894719738	-0.114311358254114	-0.2228583392166
"Q15276"	9135	"RABEP1"	0.581661300237065	0.452995657976133	0.599653749834591	0.478050855979629	0.792404924020816	0.58535253082622	0.676327545985219	0.695313593639921	0.633396375158104	0.523118253020821
"Q15283"	5922	"RASA2"	1.35481686582649	1.1927138652188	0.838525992498163	1.1291104067018	1.21843190841439	1.25518373360928	1.34416843145715	1.49028248586333	1.23230309663334	1.12560469123092
"Q15286"	11021	"RAB35"	1.11474312721983	0.791462718418921	1.02212397383184	0.965628827845321	0.881189079955372	0.904496389646728	0.915128654348073	1.1471165682426	1.11010641293163	1.00706588905674
"Q15287"	10921	"RNPS1"	-0.320761430896845	-0.621715738020776	-0.46141782569799	-0.811739495125633	0.0645747461302276	-0.288369108464616	-0.548669052922741	-0.551124040111901	-0.310601982014392	-0.222830271130957
"Q15291"	5929	"RBBP5"	-0.863131544050272	-0.643521694414931	-0.696579021437609	-0.726138270317266	-0.50996090738861	-0.389937173262696	-0.485660701539903	-0.995086298267444	-0.632182638055246	-0.58652447790791
"Q15293"	5954	"RCN1"	-1.85264183654289	-1.05394001428845	-1.02827552556282	-1.11425896115029	-0.787020680585321	-1.10377190715267	-1.06548542019293	-1.67997849524764	-0.9311810372231	-1.07338455934279
"Q15303"	2066	"ERBB4"	1.53625365269786	1.33914171597481	0.753315185696283	0.994078334302783	1.34816842923721	1.24160239429234	0.756839788843766	1.33405176759608	1.45025936111883	1.05591878821129
"Q15306"	3662	"IRF4"	-0.991803546202718	NA	-0.80580428425873	NA	-1.39819265469613	-0.75812784929559	-0.562524857309179	-0.839682327109639	NA	-0.878190980784359
"Q15311"	10928	"RALBP1"	0.670496127927431	0.629952422590844	0.709667601141084	0.628082562731489	0.643377667889378	0.81479385733751	0.843988252746501	0.778255564711788	0.830785888968328	0.67959109323156
"Q15326"	10771	"ZMYND11"	-0.296470714273536	0.0554992796282223	0.0523970404516588	0.0223861085214278	-0.341967168001698	-0.522779961356007	0.034891794534833	-0.00513044106110145	-0.233409824750796	0.16765466156574
"Q15329"	1875	"E2F5"	-2.02843254229655	0.36483892391825	-0.450036506801087	NA	-1.78558029070556	-0.196152820766816	0.152915770963031	NA	-0.377086811298767	NA
"Q15334"	3996	"LLGL1"	0.034723749065467	0.196619272948702	0.0877916292286553	0.04858322148842	0.333527097265997	0.315723670979562	0.823656721637884	0.136714624934315	0.0964284077348651	0.279474238101331
"Q15345"	10489	"LRRC41"	-0.846512483606058	-0.79747911012796	-0.154418426299839	-0.614071316569548	-0.0164116839932364	-0.363086538560092	-0.713006020514094	-0.347977086298047	-0.509739856451585	-0.177999458361013
"Q15349"	6196	"RPS6KA2"	1.59741778527729	1.3836533063523	1.00096543828384	1.38592283051647	1.4986369463837	1.27159956410769	1.83725157117296	1.55927286077413	1.17566991374131	1.53336130565682
"Q15363"	10959	"TMED2"	-0.802219791966116	-0.976170081211174	-0.59284826196712	-0.827610941582377	-0.496944088746383	-0.530471309988804	-0.710434585429683	-0.794597346621827	-0.825980639940017	-0.860643541372601
"Q15365"	5093	"PCBP1"	-0.0855187269337463	0.174666423110988	0.244768927460293	0.06169123258813	0.241806844004252	0.1820318950647	-0.0244089205939343	-0.115039464228467	0.154073309696068	0.102618571107826
"Q15366"	5094	"PCBP2"	-0.162787843949004	-0.167585086731683	0.0400688767771988	-0.16946368229264	0.16968709160497	-0.147428760557719	-0.261502453561858	-0.313411691271373	0.0853826280769667	0.166687729703008
"Q15369"	6921	"ELOC"	0.189166675449465	0.260303943472579	0.361326175254577	0.260127156748503	0.577018141253379	0.40114875810737	0.533609907114388	0.396692554921927	0.450544524268996	0.361867650355786
"Q15370"	6923	"ELOB"	0.279155504619512	0.129583832587845	0.383644395724534	0.0479975820426803	-0.0004561086210432	0.30061537534042	0.0493923695077358	-0.120667799377399	0.205640054027277	0.333192011889962
"Q15375"	2045	"EPHA7"	2.49293881133413	1.74399227791074	1.75640708473364	1.63368946961035	2.26941503759837	1.92310505437008	1.26524347013273	2.56234846880831	0.637754666492025	1.44346264798348
"Q15382"	6009	"RHEB"	0.210482927795893	-0.0422598349041595	0.800460314508465	0.0557159921891469	0.154749846268201	0.0969207783764009	0.0319923318703775	0.419706819819805	0.261277135098041	0.262909114192368
"Q15386"	9690	"UBE3C"	0.223838814490958	0.427574568644275	0.472873506770146	0.248845843186891	0.313083226187117	0.395118405729095	0.131567171446595	0.303112108574781	0.450072154060826	0.177554279552522
"Q15388"	9804	"TOMM20"	0.736963155888189	-0.060620820234022	0.648185309985757	0.0597689466843027	0.0326492107234927	0.177232289592234	0.0380789438200255	0.950566708147287	0.524606228688087	-0.124979921191305
"Q15390"	9650	"MTFR1"	-1.90128126910604	-1.24139916815264	-1.6291896986526	-1.26778559846356	-0.590592583042824	-1.56279179905537	-1.86239543814902	-2.2886930446861	-1.67664153814679	-1.3040953930646
"Q15392"	1718	"DHCR24"	1.37952104798316	1.49668059203998	2.05491924578077	1.09549335835708	1.65114308471334	1.275483187451	0.573158004912335	1.46916885827298	1.71756786184384	1.02342582941285
"Q15393"	23450	"SF3B3"	-1.09349251921136	-0.519675678756411	-0.585793017757988	-0.796753096354792	-0.490192525948065	-0.668261932298928	-0.658940861254055	-1.17423693892549	-0.783778791523182	-0.58623513862675
"Q15397"	9933	"PUM3"	-0.652563458074139	-0.358567770685508	-1.08671533841366	-0.298630724430809	-0.322681195940009	-0.749447365273177	-0.801668829714717	-0.719052171919576	-0.840943816817252	-0.492587673583085
"Q15398"	9787	"DLGAP5"	-2.10974288407671	-3.26100721290672	-0.497177284569849	-0.367672842254334	-3.78171853879936	0.267492471063967	-2.67554511002155	-0.786809910364601	-2.25539927100294	-1.89626988693299
"Q15404"	6251	"RSU1"	-0.617456952003629	-0.565213147324867	-0.798297308919425	-0.0269616204448884	-0.527680646720085	-0.466199525210702	-0.382595974554957	-0.625917661179087	-0.407384695074093	-0.180653582776889
"Q15417"	1266	"CNN3"	-1.66199067533388	-1.10271437946371	-0.890535085400255	-1.46516440990919	-1.12261774624379	-1.69836341888094	-1.00286571955197	-1.86012635407006	-1.65921544340881	-1.40709051622528
"Q15418"	6195	"RPS6KA1"	-0.531836488553277	-0.175459621315445	-0.0646669445112995	-0.126048815898261	0.0001572798766708	0.119316981315186	0.129947728657187	-0.0449525275933872	-0.376677935241431	-0.370625956652611
"Q15424"	6294	"SAFB"	-1.05171516139848	-0.618831886791696	-0.568827170602914	-0.611055893421731	-0.612692303392045	-0.550282048650427	-0.676922236475302	-0.662214780446939	-0.647702584392906	-0.560405335202216
"Q15427"	10262	"SF3B4"	-1.62351366685508	-0.869657225435948	-0.798488414172137	-1.23452524240584	-0.725124627243828	-0.900766971485654	-0.911432629624625	-1.30327313935703	-1.19485307811429	-1.04017600907433
"Q15428"	8175	"SF3A2"	-1.39849359905158	-1.21695909794646	-0.785374716163941	-0.493171222669433	-0.37905476993023	-0.467729966861213	-0.51142067656725	-1.09801904428668	-0.44762963713273	-0.624355154361119
"Q15434"	5939	"RBMS2"	-0.533273417965578	0.20121382253077	1.59200549487491	-0.196184078549274	-0.0200180318832643	0.378237240114533	-0.216219980575694	0.177837286751681	NA	-1.01285385068956
"Q15435"	5510	"PPP1R7"	0.956200812392615	0.778644877726977	0.904469298716436	0.794688743549321	1.0477336138709	0.958469030180735	0.988462676807809	1.08724233978571	0.819643369062681	0.910343867872381
"Q15436"	10484	"SEC23A"	-0.0471975457887046	-0.116876103673873	0.0592325789028066	0.0341308565578419	0.129957948033913	0.053734692298689	-0.205906807310155	-0.118599720526902	0.181010309055419	0.0578062839525476
"Q15437"	10483	"SEC23B"	-1.37599050705526	-0.84291460139742	-0.737205088989226	-0.956229932578446	-0.551631532285915	-0.605145444031194	-0.596571645195196	-0.840916124897191	-0.820196901990494	-0.792910962312924
"Q15438"	9267	"CYTH1"	1.24940275418651	1.1837466940992	0.993368914940827	1.00572072014856	1.29697948967963	1.08593243563534	1.61668938679887	1.28847773239504	1.07603055800464	1.20444172658663
"Q15459"	10291	"SF3A1"	-1.25746478322945	-0.912761025047806	-0.6939959021239	-0.759749887687592	-0.749944159784169	-0.787118825748763	-0.75114658845301	-1.23030276443879	-1.02417764663471	-0.836483059036926
"Q15464"	6461	"SHB"	-0.0727152558180594	0.674602261746949	0.858887266691608	0.452080196419737	1.00434127559119	0.673182129570561	0.937221066365846	0.55103974846071	0.38169585623443	0.22787745918004
"Q15477"	6499	"SKIC2"	0.028323838618269	0.0614789639891628	-0.0540552057020508	0.0403636487086439	0.180318058458961	0.0871758652985815	-0.0878418856211413	-0.030704439987117	0.218462214012193	-0.306273087236662
"Q15485"	2220	"FCN2"	-0.108371057759686	-1.05859984315839	-1.96003615156165	-1.81672260344865	-1.30470839980619	-1.01792907423173	-0.865760688766729	-0.934727994748574	-1.66568093450375	-0.797356929587461
"Q15493"	9104	"RGN"	0.665830793354614	0.537124193132442	0.774311898669549	0.977125594032697	0.502929371446007	0.611435690253098	1.13830328060182	0.556833922330686	0.813250470935176	1.3582077306301
"Q15526"	6834	"SURF1"	1.00749775671756	0.765418923102352	0.297926608430811	0.32757513290606	0.717341569536922	0.386985667650886	0.171698461066897	0.310238892545007	0.690427437898564	0.682663860325905
"Q15527"	6835	"SURF2"	-0.730515400937414	-0.48762581993869	0.0991013771000198	-0.989634151941803	NA	-0.132391542521091	-0.369576167226799	-0.873585407620958	-0.138513789944197	-0.976732009977697
"Q15528"	6837	"MED22"	-0.626689412888087	-0.817648229115183	-0.222443061089653	-0.619707706460392	-0.736700755687463	-0.278972615716455	-0.14624250713208	-0.797849333140819	-0.996303335003152	-0.28470838004433
"Q15532"	6760	"SS18"	-1.52928557409551	-1.49696571283581	-0.771251261700456	-1.38566949036881	-0.854331158889602	-0.463113245417234	-0.803711669872633	-1.28511830897494	-0.952730978762808	-1.02537203192417
"Q15542"	6877	"TAF5"	-0.477948239385794	-0.115078570139176	-0.35382751498416	-0.441585458084073	0.231601574396578	-0.280515019086335	0.0582227640099915	-0.215163626082745	-0.471231292424169	-0.0843721252882299
"Q15545"	6879	"TAF7"	-1.19711535105583	-0.902118898219645	-0.530824280320478	-0.689041638972166	-1.08198137628978	-0.774458898268797	-0.618685877027896	-0.870189774623936	-0.566394470330207	-0.191121745671334
"Q15554"	7014	"TERF2"	-0.921412045928905	-0.659407672450148	-0.396416434000206	-0.528565293710804	-0.661062731559064	-0.424154726376043	-0.372328322573497	-0.624261471336794	-0.50029682774702	-0.44042877939516
"Q15555"	10982	"MAPRE2"	1.08211353625163	0.873335383848488	1.01596779390753	1.03859590754398	1.10482286115419	1.36735553140001	1.12446872299899	1.22817837265552	1.06688707420061	0.739089663703421
"Q15560"	6919	"TCEA2"	0.0648577521159291	-0.0599994783962815	-0.180819526972607	0.275098896167625	0.0014378814785063	0.837754551998017	-0.072654018251866	-0.262964499887644	-0.0871764451577487	0.37918441961381
"Q15569"	7016	"TESK1"	0.531422181586983	0.751561588106158	0.855639212225929	0.867945035711379	0.333261844781258	0.72219128173957	0.878302345097768	0.605682869800387	1.72280532391954	1.00316031018682
"Q15582"	7045	"TGFBI"	-1.91697546429855	-1.10093398520284	-2.15119159985522	-1.41289203431467	-0.818886844686921	-0.917631105753898	-1.9391603840989	-1.95939485299463	-1.70798941170146	-1.01080643691002
"Q15596"	10499	"NCOA2"	-0.332092816127356	-0.128534214478388	0.0129087908851578	0.195743480748726	0.0864052657751743	0.0733169741861045	0.0395035526884185	0.0999676082161086	-0.158874259923741	0.102676973574987
"Q15599"	9351	"NHERF2"	0.977004994455045	0.982405793961417	0.620027593386394	0.828335048073834	0.72369174896824	0.780670632141664	0.826599168838853	0.703925305595181	1.04070707352142	0.940979574719786
"Q155Q3"	85458	"DIXDC1"	0.0624199583463595	0.61314772603286	0.789350196136539	0.574135316886056	1.08592110847452	1.03634404720229	1.05829998545965	0.842957273361539	0.985047657179991	-0.627055343364212
"Q15628"	8717	"TRADD"	-1.51846817676721	-0.881556376422589	-0.784623493780445	-0.778957431076036	-0.199592593680012	-0.804491021129676	-0.444463221273994	-0.877697623143471	-0.517469379775841	-0.51534671028902
"Q15629"	23471	"TRAM1"	-1.25685333036701	-1.13188481915796	-1.74372316813968	-1.91293717974168	-1.64384219485009	-1.08333996931965	-2.44438487517111	-2.1987474397684	-1.51002629183284	-1.57356166055544
"Q15631"	7247	"TSN"	-0.676286849977041	-0.0775135710614351	-0.366647854186994	-0.50196190298764	-0.229955023379883	-0.282912814127	-0.343223884379305	-0.318143159518891	-0.697057925940728	-0.274007346215977
"Q15633"	6895	"TARBP2"	-0.848612558594377	-0.497855201653341	-0.283643140694154	-0.179044368128238	0.44207179291816	-0.301358545869062	-0.0617870750248473	-0.748681060657696	0.249655889348075	-0.448891809413035
"Q15637"	7536	"SF1"	-0.791023851061749	-0.38782536707001	-0.359278898336055	-0.42108561983579	-0.494480081223862	-0.703052808059713	-0.63905958369991	-0.56650505165595	-0.668624732367084	-0.512342851561518
"Q15642"	9322	"TRIP10"	-1.52380775324601	-1.08056021424953	-1.15250408286706	-0.941755821470325	-1.0120118516569	-0.849977119548809	-1.20844309920192	-1.96835712873572	-0.97876004805607	-0.806482905406624
"Q15643"	9321	"TRIP11"	-0.514898102414815	-0.442384854365447	-0.37517238148229	-0.439677220786342	-0.177622108385959	-0.33827164246554	-0.626603363531206	-0.626401720832035	-0.545741738937935	-0.259682067200823
"Q15645"	9319	"TRIP13"	-1.84207098693216	-0.84479365761251	-1.59165476456661	-0.33167466348496	-1.43422256989304	-0.777267006539631	-1.38161340796445	-1.34473225299975	-0.383759733918027	-2.13621281684361
"Q15646"	8638	"OASL"	-1.11947495155095	-0.680437085548871	-0.457628982665813	-0.540519781678272	-0.398482391113201	-0.684941077418428	-1.99274242925911	NA	0.79712001081028	NA
"Q15648"	5469	"MED1"	-1.04587719119858	-0.534307910391058	-0.718723374260104	-0.611614176275389	-0.381764335275175	-0.478424226553555	-0.763728431431577	-0.765051617270006	-0.650730522456733	-0.352423890865676
"Q15649"	9326	"ZNHIT3"	0.113792061493064	0.985230381283239	0.424174489219878	0.412223175248011	0.523770525942589	0.52590385921651	0.293621227701088	NA	-0.0813139373514644	-0.392626051904062
"Q15650"	9325	"TRIP4"	-1.09903390456091	-0.853828768330726	-0.496688211827616	-0.651829461704171	-0.153131839303094	-0.640027230431291	-0.622855760492604	-1.16968278390811	-0.761809084331833	-0.258446218745773
"Q15651"	9324	"HMGN3"	-0.783270552807679	-0.615683593013077	-0.916139961882257	-0.0974774934226843	-0.93101563601695	0.555855866521494	-0.394209801118332	-0.959996722110209	-0.414437431445665	-0.641150209726435
"Q15652"	221037	"JMJD1C"	-0.782486185591019	-0.585269564985852	0.0247611796260817	-0.847163752106301	0.117293625841426	-0.364882355664356	-0.439720642721132	-0.405173086765277	-0.38942530618953	-0.616101256437832
"Q15653"	4793	"NFKBIB"	-0.556841236362255	-0.691053979593189	-0.448471750075769	-0.957056007777498	-0.396715543076991	-0.452940626291609	-0.447876692918749	-0.687129775436689	-0.401145824672887	-0.244401428175776
"Q15654"	7205	"TRIP6"	-0.697594176173302	-0.777037161112843	-0.453818094630152	-1.40293033910776	-0.611113782856507	-0.517716452434747	-0.854311625254599	-1.09994258084439	-0.541062428082568	-0.642817883424791
"Q15678"	5784	"PTPN14"	-0.398854325291767	0.211387417510581	0.0267546727246344	-0.0994905511289008	0.630603414834804	0.0458959262976472	0.175634653769723	0.106992185297748	-0.23170782507189	0.314879797422536
"Q15691"	22919	"MAPRE1"	-0.665519579024312	-0.601347035771027	-0.396337944870861	-0.337811413579258	-0.324317246201625	-0.561178440174147	-0.5730289074905	-0.562400459866277	-0.599014966150521	-0.266709071708455
"Q15700"	1740	"DLG2"	2.63382171720899	2.08319599186833	1.88600513750023	1.84304168957717	1.91574587259475	1.83783900268925	1.96512938050859	2.57953353594461	1.89536086034839	1.80019842087317
"Q15714"	8848	"TSC22D1"	1.43035643696338	0.68378966953308	0.910693209386216	1.22241435880969	1.36983882848275	1.05094452855951	0.861372289937081	1.0419658261018	1.08194635881307	1.07612985126185
"Q15717"	1994	"ELAVL1"	-1.14942315119079	-0.879665021560733	-0.501987934186312	-0.646894970928042	-0.250333070344665	-0.378966663145653	-0.337665576963406	-0.95147512017059	-0.625983255788345	-0.522950382660838
"Q15723"	1998	"ELF2"	-0.81190202196935	-0.600410534805817	-0.325891548682238	-1.20525715777524	-1.05449865566642	-0.923100038186093	-0.783230549598976	0.848834600513528	-0.867117953490584	-1.14936648860727
"Q15735"	27124	"INPP5J"	2.57721927222544	2.09218455144231	1.80579519118077	1.78770477888292	2.12403405385732	1.7672835843906	1.58635587719005	2.0596216087889	2.39616833965575	1.67930907525351
"Q15738"	50814	"NSDHL"	-0.587327529371034	-0.59820909078038	-0.45490584191181	-0.445715779874021	-0.156412884587567	-0.662696324885665	-0.791450483415139	-0.541629764723913	-0.306442505793022	-0.794427475247444
"Q15742"	4665	"NAB2"	-0.615801243319074	-0.124104304227715	-0.591669332003947	-0.46664036860503	0.218204003398837	-0.34694374318108	-0.380075418252237	-0.257528317280792	-0.202363822992769	0.1055402497046
"Q15746"	4638	"MYLK"	0.0540446405602524	-0.609195427297087	-0.417464959554613	-0.246851261819203	-0.016223538414837	-0.0709331146242989	0.376230387940871	-0.311223081350573	-0.163817730161616	0.0562718709962004
"Q15750"	10454	"TAB1"	0.114892568052602	0.248666078216477	0.365423205160148	0.374152144833606	0.605390885748496	0.463747334296519	0.257346111916749	0.383353916566607	0.423176129471615	0.454764360007541
"Q15751"	8925	"HERC1"	1.03941430976593	0.925603310737807	0.89734932051978	0.870410188628581	0.830700021993186	0.74748091180156	0.765924529816647	1.06507871630232	1.08585312694264	0.835843982595746
"Q15758"	6510	"SLC1A5"	NA	0.48573165708938	-0.329719339622529	-0.327183323065814	-0.338218794580838	-0.855538618985271	-0.843390056203124	-1.94220667688585	-1.70835894193777	-0.334774474501777
"Q15759"	5600	"MAPK11"	1.09100321709823	1.00699130545555	0.723573753999874	1.03477637480157	1.39487772515425	1.74568083431308	1.2055473261144	1.35209618842752	1.39016886746383	1.05119474366988
"Q15768"	1949	"EFNB3"	0.669190667235304	0.190343625321565	0.641855671747611	0.893197485655642	0.645557762356993	0.882817491442537	0.604156649292578	0.984562591592943	1.18735301401252	0.72592670145188
"Q15771"	27314	"RAB30"	0.590180184912972	0.737573591415658	0.607801682184078	0.8917217336776	0.388217191336249	0.590431406953632	0.175376847954803	0.845290242837084	0.637838961495899	0.724959518037075
"Q15772"	10290	"SPEG"	0.951366555416305	0.626761984751915	0.800078672542243	0.679934373207126	0.757007156811617	0.571034688653496	0.413270201409839	0.978478460239992	1.12457700465372	1.39370572700212
"Q15773"	8079	"MLF2"	2.36110320872852	2.27333717753789	2.02398076309058	1.78888066711062	1.60824275654248	1.4987599899234	1.62640752362186	2.28427032559607	2.04242290420182	1.58401406173125
"Q15776"	7745	"ZKSCAN8"	-1.03849222356561	-0.396396966956808	-0.563610739494632	-0.386406681688152	-0.232795716240998	-0.329542978457001	-0.253319456049283	-1.13561582433324	-0.511006899829777	-0.221614507726728
"Q15777"	744	"MPPD2"	0.51890335168683	0.809055021478114	0.146754690260549	0.175671413146348	0.652579421518278	0.531932250387135	0.216416973095484	0.407218049473347	0.217049365805629	1.14534330907176
"Q15782"	1117	"CHI3L2"	-0.950665384782265	-1.49728908929327	-1.71613295204898	-1.89495402915583	-0.475329897429175	-0.369942952778985	-0.744631030833368	-1.76931782570251	-1.58894536492228	-0.201733213839665
"Q15785"	10953	"TOMM34"	0.129910580783714	-0.0307133705402761	0.0839794823772539	0.5392189464343	-0.129588127446828	-0.0012661978319543	-0.10634155310764	0.0888534893878008	0.378683058059177	0.463989494984612
"Q15788"	8648	"NCOA1"	0.0856115314350189	0.199916807893617	0.236052823319105	0.0115861265315161	0.251345948737115	0.16765236890154	0.0623836571028227	0.421176689515533	0.179045497422848	-0.148113726323794
